time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
32276480,1,1.2102921,1522,64,,,,,,,,,,,
32374784,2,9.157292,1530,128,0.05560099283854167,-0.0030562735485242837,0.006570636,-1.6702720963706572,1234.1682653745015,0.8197944611310959,0.0001,0.36864471435546875,8130,430.2953186035156,0.2
32473088,3,3.7847908,1526,193,0.0540985107421875,-0.0032315061288196983,0.006427984,-1.654966080809633,1229.6805523236592,0.8247224986553192,0.0001,0.36737126111984253,8140,456.2555847167969,0.2
32571392,4,1.8764921,1500,262,0.05308939615885417,-0.0028471209517495783,0.0063963854,-1.643585669187208,1205.5995160897573,0.8170419186353683,0.0001,0.36669921875,8150,378.0685729980469,0.2
32669696,5,1.4467067,1490,329,0.057942708333333336,-0.003210458913842255,0.0066418364,-1.6349846554299197,1022.4231813748678,0.8513990640640259,0.0001,0.3659827411174774,8160,373.3955993652344,0.2
32768000,6,1.3041648,1496,394,0.0510772705078125,-0.0030264062096951724,0.0064140894,-1.627558827524384,1004.6394708315531,0.8214289546012878,0.0001,0.3653915226459503,8170,378.85430908203125,0.2
32866304,7,1.0243472,1502,458,0.0482025146484375,-0.002858185820635602,0.005817236,-1.6207312715550264,1356.6849276860555,0.7986533790826797,0.0001,0.3646478056907654,8180,520.271240234375,0.2
32964608,8,1.7113266,1505,522,0.0493438720703125,-0.003023494490723048,0.005947919,-1.6096756331001718,1196.6237069765727,0.8218803107738495,0.0001,0.36347702145576477,8190,244.97189331054688,0.2
33062912,9,2.0894868,1508,586,0.06037699381510417,-0.0031936512361426138,0.0069255955,-1.5990629400437077,1024.172448348999,0.8462582975625992,0.0001,0.3627738356590271,8200,296.58331298828125,0.2
33161216,10,1.695775,1509,651,0.05135498046875,-0.0026512512697081545,0.0061438307,-1.5914011147494118,1152.961620871226,0.8218980729579926,0.0001,0.36204051971435547,8210,364.72552490234375,0.2
33259520,11,1.1222996,1511,715,0.049468994140625,-0.0029584987387352157,0.0059289145,-1.581836127427717,1279.2248900095622,0.8086279183626175,0.0001,0.3609958291053772,8220,251.9447784423828,0.2
