rew_vec_envs,time/iterations,time/fps,time/time_elapsed,time/total_timesteps,train/clip_fraction,train/clip_range,train/explained_variance,train/std,train/loss,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/value_loss,train/n_updates,train/entropy_loss
-1.8458296060562134,1,256,63,16384,,,,,,,,,,,
-2.3173270523548126,2,263,124,32768,0.052044677734375,0.2,-0.7395269870758057,0.998523473739624,0.0016760388389229774,0.0001,-0.002489522350242623,0.0049773403,0.008528289006062551,10,-5.669499533623457
-1.7826416939496994,3,268,183,49152,0.064166259765625,0.2,0.13978040218353271,0.9936472177505493,-0.0005051875486969948,0.0001,-0.0038787616656918546,0.006519096,0.00786167104724882,20,-5.659373530000448
-2.042205572128296,4,270,242,65536,0.067071533203125,0.2,0.10959279537200928,0.9879358410835266,0.012534301728010178,0.0001,-0.0034778163611008496,0.006409919,0.007076782648437074,30,-5.63606797978282
-1.584784671664238,5,272,300,81920,0.0680908203125,0.2,0.10727089643478394,0.9834706783294678,-0.003922772593796253,0.0001,-0.004002126299292285,0.007013209,0.007136225620888581,40,-5.615325367078185
-1.96805801987648,6,273,359,98304,0.07401123046875,0.2,0.12488293647766113,0.9815419316291809,-0.01292914804071188,0.0001,-0.0036917151610396104,0.0072537838,0.006204628931482148,50,-5.605625735595822
-1.890297919511795,7,275,416,114688,0.087188720703125,0.2,0.07286977767944336,0.9796200394630432,0.011371167376637459,0.0001,-0.004320974370602926,0.0074648126,0.005819169892492937,60,-5.596849459782243
-1.7431578859686852,8,276,473,131072,0.0706787109375,0.2,-0.01645636558532715,0.9720732569694519,0.0019787324126809835,0.0001,-0.0034327938319620444,0.007097317,0.006112667621891887,70,-5.575719871744513
-2.0279708802700043,9,277,531,147456,0.08046875,0.2,0.03361928462982178,0.9690327048301697,0.0013589626178145409,0.0001,-0.003691459860328905,0.0074642673,0.006043729158773203,80,-5.556572531163693
-1.9601804167032242,10,278,589,163840,0.073974609375,0.2,0.07233750820159912,0.9660989046096802,0.013442397117614746,0.0001,-0.0031433938014743036,0.006615202,0.005899571621012001,90,-5.5435596972703935
-2.040181890130043,11,278,647,180224,0.082952880859375,0.2,0.016042053699493408,0.9624253511428833,-0.01800011284649372,0.0001,-0.004056991168181412,0.0074907537,0.006045968486978382,100,-5.528191348910331
-1.7231003940105438,12,278,705,196608,0.09014892578125,0.2,0.12137788534164429,0.9587826132774353,-0.0062447525560855865,0.0001,-0.0043025581380788935,0.008044422,0.006052486935368506,110,-5.512570311874152
-1.8657249510288239,13,279,762,212992,0.08560791015625,0.2,0.0929073691368103,0.9556960463523865,-0.0006751106120646,0.0001,-0.003790377466248174,0.006947048,0.006017455146684369,120,-5.500398804992438
-1.8941608369350433,14,279,819,229376,0.082208251953125,0.2,0.084933340549469,0.9528821110725403,-0.017445921897888184,0.0001,-0.004490651187097683,0.0075070756,0.00588128382260038,130,-5.48754747658968
-2.036014646291733,15,279,877,245760,0.08677978515625,0.2,0.0794183611869812,0.9476202726364136,-0.007814714685082436,0.0001,-0.00407998383307131,0.007900078,0.005799696061149007,140,-5.469953900203109
-2.007339231669903,16,280,935,262144,0.0849609375,0.2,0.10134190320968628,0.9445608854293823,-0.01514721941202879,0.0001,-0.004188570615951903,0.007070234,0.005888120359304594,150,-5.452322864532471
-1.55974380671978,17,280,991,278528,0.095135498046875,0.2,0.11413812637329102,0.9404396414756775,-0.019694656133651733,0.0001,-0.005012538912342279,0.007904974,0.0058455816428249815,160,-5.437051505222916
