time/total_timesteps,time/fps,rew_vec_envs,time/time_elapsed,time/iterations,train/learning_rate,train/entropy_loss,train/clip_range,train/explained_variance,train/loss,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/value_loss,train/std
851968,499,-304.9145884513855,1707,52,0.001,-4.983327440917492,0.2,0.7081393003463745,235.99671936035156,510,-0.012162940757116303,0.23636474609375,0.032420438,323.3861711025238,0.8387267589569092
868352,500,-217.18548011779785,1736,53,0.001,-4.956875158846378,0.2,0.6960682272911072,139.48809814453125,520,-0.0063984907908889,0.31083984375,0.045496486,240.75979920327663,0.8349175453186035
884736,501,-440.1493225097656,1764,54,0.001,-4.960826607048512,0.2,0.6681182980537415,199.3113250732422,530,-0.006630171320284717,0.354254150390625,0.0468667,196.70997339487076,0.838699996471405
901120,502,-114.58374691009521,1792,55,0.001,-4.938214915990829,0.2,0.6618356704711914,43.24800109863281,540,-0.004831595341966022,0.367095947265625,0.050838128,196.7225136011839,0.8307507038116455
917504,503,-290.955801486969,1821,56,0.001,-4.940067848563194,0.2,0.5962268710136414,111.29122161865234,550,0.0019285397909698076,0.43115234375,0.058947813,263.4216214984655,0.8312118053436279
933888,504,-186.4333291053772,1850,57,0.001,-4.909658016264439,0.2,0.7395533323287964,12.261392593383789,560,-0.0003060121285670903,0.39368896484375,0.07785436,101.96864469647407,0.826296329498291
950272,505,-243.92390775680542,1879,58,0.001,-4.915487476438284,0.2,0.6262463629245758,46.23841094970703,570,-0.0008411515234911348,0.425958251953125,0.064694,167.61025759875776,0.8271300792694092
966656,506,-193.53712940216064,1908,59,0.001,-4.891888774186373,0.2,0.6274915933609009,94.23153686523438,580,-0.008016611238781479,0.3290283203125,0.04518483,160.26065108180046,0.8212697505950928
983040,507,-197.10678672790527,1937,60,0.001,-4.893549687415361,0.2,0.6246857047080994,16.568891525268555,590,-0.008357766158587765,0.3062255859375,0.049976584,213.5951990097761,0.8238425254821777
999424,508,-369.4202060699463,1966,61,0.001,-4.8898066818714145,0.2,0.5572146475315094,21.65430450439453,600,-0.0035945741467003243,0.347589111328125,0.061725534,238.72779221236706,0.8236481547355652
1015808,508,-274.3058032989502,1997,62,0.001,-4.870601214468479,0.2,0.5797918438911438,37.49987030029297,610,-0.007954339220304973,0.304998779296875,0.045281388,323.933075812459,0.8204505443572998
1032192,509,-289.9183511734009,2026,63,0.001,-4.85639181137085,0.2,0.6636139452457428,38.275264739990234,620,-0.00812005069819861,0.30924072265625,0.038994715,280.387930136919,0.8130505681037903
1048576,510,-201.60364246368408,2055,64,0.001,-4.8097781330347065,0.2,0.7163710296154022,216.2349395751953,630,-0.008653309775581874,0.3312744140625,0.04621593,208.55388772785665,0.805178701877594
1064960,510,-305.3765332698822,2086,65,0.001,-4.814689186960459,0.2,0.5985700786113739,6.428149700164795,640,-0.0020861547796812373,0.402398681640625,0.0618638,203.29731917381287,0.8065139055252075
1081344,510,-377.38870763778687,2116,66,0.001,-4.80154023990035,0.2,0.695645809173584,127.78443145751953,650,-0.002260497919633053,0.428253173828125,0.06721627,197.3865378305316,0.8021745681762695
1097728,511,-52.954402685165405,2145,67,0.001,-4.791153032332659,0.2,0.6328085958957672,21.700153350830078,660,-0.004770661724251113,0.38419189453125,0.053591613,271.4007145792246,0.8056402206420898
1114112,512,-196.0294189453125,2175,68,0.001,-4.795983017981053,0.2,0.6497479379177094,60.01092529296875,670,0.000515380917568109,0.445184326171875,0.07999952,165.56652365624905,0.800650417804718
1130496,512,-303.9594645500183,2203,69,0.001,-4.7728630669414995,0.2,0.6719974279403687,16.200899124145508,680,-0.002434519094822463,0.36474609375,0.04718875,212.65915227234365,0.7993887066841125
1146880,513,-342.8198938369751,2234,70,0.001,-4.783277433365583,0.2,0.7253144085407257,50.654640197753906,690,-0.0008032821606320795,0.40347900390625,0.14606278,164.38776981830597,0.8002641797065735
1163264,513,-494.7165470123291,2265,71,0.001,-4.774127689003945,0.2,0.6558140516281128,20.699018478393555,700,-0.011315863097843248,0.2990966796875,0.038575914,281.42880784571173,0.8020309209823608
1179648,514,-223.33396577835083,2294,72,0.001,-4.7532437041401865,0.2,0.655191570520401,520.5322265625,710,-0.012138960996526293,0.305621337890625,0.04248875,355.63875246047974,0.7950092554092407
1196032,514,-286.7770848274231,2325,73,0.001,-4.7551790498197075,0.2,0.6637461483478546,207.91831970214844,720,-0.005358413574867882,0.376983642578125,0.05573207,217.34078301936387,0.8000743389129639
1212416,514,-316.2413935661316,2356,74,0.001,-4.756121432036162,0.2,0.62041836977005,18.43906021118164,730,-0.012423216017486994,0.320391845703125,0.044244938,351.44820640683173,0.7941347360610962
1228800,514,-142.82449531555176,2386,75,0.001,-4.738795648515224,0.2,0.7281534671783447,12.420007705688477,740,-0.007753309688632725,0.38031005859375,0.06690709,234.66029090881347,0.7924976348876953
1245184,515,-301.9950842857361,2417,76,0.001,-4.751001938432455,0.2,0.6000422239303589,17.29383087158203,750,-0.0012173984923720127,0.440380859375,0.08244871,310.80590326488016,0.7981518507003784
1261568,515,-88.59734678268433,2447,77,0.001,-4.758163680881262,0.2,0.6819827556610107,104.76122283935547,760,-0.004858471684565302,0.426068115234375,0.06367698,173.0543521463871,0.7952272295951843
1277952,516,-225.01215410232544,2476,78,0.001,-4.735073226690292,0.2,0.6156276762485504,109.89219665527344,770,-0.00794686884037219,0.394805908203125,0.05784266,257.8389448970556,0.7918816804885864
1294336,516,-195.8022689819336,2505,79,0.001,-4.732375463843345,0.2,0.617805004119873,22.438875198364258,780,-0.005277364449284505,0.401116943359375,0.065174386,135.75116235613822,0.7925047278404236
1310720,517,-239.24998092651367,2534,80,0.001,-4.7178189098834995,0.2,0.6509684324264526,10.013347625732422,790,-0.0034601067873154534,0.433612060546875,0.119345054,182.76432277858257,0.7895975112915039
1327104,517,-130.09805583953857,2563,81,0.001,-4.712151224911213,0.2,0.6259784698486328,30.085548400878906,800,-0.0006773139401047956,0.44595947265625,0.08340973,157.09555259346962,0.7853879928588867
1343488,518,-238.8896427154541,2592,82,0.001,-4.735291843861342,0.2,0.6933464705944061,5.861401557922363,810,0.0032019166224927175,0.488824462890625,0.103201374,136.76447287350894,0.7901126742362976
1359872,518,-257.6403560638428,2621,83,0.001,-4.719026010483503,0.2,0.5461232662200928,115.44844055175781,820,-0.006871960555145051,0.36192626953125,0.0868033,190.6747416138649,0.7910207509994507
1376256,518,-191.76813173294067,2652,84,0.001,-4.742161490768194,0.2,0.6220851242542267,40.80427169799805,830,-0.00716284168229322,0.35966796875,0.04870294,223.0298440426588,0.793960452079773
1392640,519,-19.853743076324463,2681,85,0.001,-4.759534133970737,0.2,0.6452395617961884,7.1005659103393555,840,-0.003290107398061082,0.425457763671875,0.09121663,155.22048322856426,0.8044658899307251
1409024,519,-174.9383897781372,2709,86,0.001,-4.7950325138866905,0.2,0.6152127683162689,6.246371269226074,850,0.007684960993356071,0.492919921875,0.09525527,145.14902499020099,0.8082094788551331
1425408,520,-199.9170479774475,2738,87,0.001,-4.810728967189789,0.2,0.6246607899665833,50.97925567626953,860,-0.011655324428284075,0.316070556640625,0.03750293,170.02522389888765,0.8057820200920105
1441792,520,-270.73179626464844,2768,88,0.001,-4.789914829283953,0.2,0.6262289583683014,9.338285446166992,870,-0.008165973789073178,0.352215576171875,0.051187314,181.23165345191956,0.8040190935134888
1458176,521,-68.69723844528198,2798,89,0.001,-4.781465276330709,0.2,0.701614111661911,26.84903907775879,880,-0.009029640518201631,0.347955322265625,0.06207629,199.57571934312583,0.8025795221328735
1474560,521,-76.74474596977234,2827,90,0.001,-4.7596156351268295,0.2,0.6713205277919769,261.1520080566406,890,-0.001677910790021997,0.45526123046875,0.09001826,158.04617727398872,0.7932178378105164
1490944,521,-107.43490242958069,2856,91,0.001,-4.739446033537388,0.2,0.5084046721458435,10.178954124450684,900,-0.003686651200405322,0.439898681640625,0.07486023,159.02196883410215,0.7930004000663757
1507328,521,-332.5567059516907,2890,92,0.001,-4.748884210735559,0.2,0.5751090347766876,6.9204487800598145,910,0.01171446546795778,0.503192138671875,0.30885845,115.56733934432268,0.8019572496414185
1523712,520,-326.78635692596436,2925,93,0.001,-4.773794546723366,0.2,0.5209450423717499,156.82662963867188,920,-0.012740064446552424,0.26751708984375,0.022076927,436.1008633494377,0.801650881767273
1540096,520,-320.0322690010071,2958,94,0.001,-4.75168235450983,0.2,0.6179040670394897,54.044036865234375,930,-0.020653107634279876,0.219512939453125,0.030107232,315.91667518615725,0.7945126295089722
1556480,520,-257.1875305175781,2989,95,0.001,-4.7399904482066635,0.2,0.6360107362270355,149.12442016601562,940,-0.017984386382886443,0.258209228515625,0.031252686,324.8693833440542,0.792754054069519
1572864,520,-259.0402603149414,3020,96,0.001,-4.717620186507702,0.2,0.6249088048934937,35.72580337524414,950,-0.01286757977650268,0.35494384765625,0.05139053,202.79030167758464,0.7911363840103149
1589248,521,-218.52609157562256,3050,97,0.001,-4.720113573223353,0.2,0.671851247549057,10.82945728302002,960,-0.0053519818960921835,0.436932373046875,0.07299402,159.11854132264853,0.7903528213500977
1605632,521,-211.2040309906006,3080,98,0.001,-4.699993520975113,0.2,0.6918342709541321,4.552049160003662,970,0.00044663938533631156,0.469024658203125,0.1147991,114.91171170026064,0.7853492498397827
1622016,521,-281.1633777618408,3111,99,0.001,-4.711229660362005,0.2,0.5973481237888336,9.61050796508789,980,0.004242621664161561,0.509716796875,0.081631124,128.92284388542174,0.7900059223175049
1638400,521,-123.68229293823242,3142,100,0.001,-4.71213113963604,0.2,0.43659019470214844,52.186920166015625,990,-0.014242112509236904,0.335357666015625,0.041188635,311.807651874423,0.7884706854820251
1654784,521,-225.92745542526245,3172,101,0.001,-4.685420360416174,0.2,0.6093918681144714,14.174792289733887,1000,-0.010728519327676623,0.35052490234375,0.06270942,169.4377282321453,0.7825881242752075
1671168,521,-236.66569328308105,3203,102,0.001,-4.660133789479732,0.2,0.5776923298835754,20.237611770629883,1010,-0.006968201218842296,0.442059326171875,0.07875693,211.78371656239034,0.7807577252388
1687552,521,-153.63401579856873,3234,103,0.001,-4.653259201347828,0.2,0.5955027937889099,15.76902961730957,1020,-0.015477352061134297,0.35908203125,0.047652435,257.1778650254011,0.7785441875457764
1703936,521,-154.12817859649658,3265,104,0.001,-4.642093157023192,0.2,0.5858217477798462,155.19815063476562,1030,-0.008719095529522746,0.38909912109375,0.06285712,255.74082816541195,0.7771909236907959
1720320,522,-161.16717004776,3294,105,0.001,-4.620985732227564,0.2,0.5873330533504486,12.001110076904297,1040,0.001946532142756041,0.485791015625,0.111971065,117.94078443199396,0.7746564745903015
1736704,522,-147.77105164527893,3324,106,0.001,-4.635541436076164,0.2,0.531827449798584,150.2813262939453,1050,0.0006069191862479783,0.47935791015625,0.11453046,193.331791742146,0.771918773651123
1753088,522,-213.89867687225342,3354,107,0.001,-4.60913375094533,0.2,0.5365044474601746,187.57501220703125,1060,-0.003377671965790796,0.4783447265625,0.086641684,152.2234395325184,0.7688727378845215
1769472,522,-128.46690320968628,3385,108,0.001,-4.5699742518365385,0.2,0.5342816710472107,40.717689514160156,1070,-0.004627515550964745,0.428271484375,0.08606124,153.1353186160326,0.7630519866943359
1785856,522,-103.50178003311157,3416,109,0.001,-4.5557498499751095,0.2,0.42219388484954834,8.31797981262207,1080,-0.002070265018119244,0.488519287109375,0.082189076,214.07213735729457,0.7582931518554688
1802240,522,-158.44718647003174,3447,110,0.001,-4.519798422604799,0.2,0.5325932800769806,84.06346130371094,1090,-0.005414506149099907,0.443109130859375,0.08490066,215.73501349687575,0.7501188516616821
1818624,522,-228.4999976158142,3477,111,0.001,-4.478058907389641,0.2,0.5778974890708923,50.430824279785156,1100,-0.01146917575970292,0.361077880859375,0.08655007,187.78634451031684,0.7450675964355469
1835008,522,-244.17114400863647,3510,112,0.001,-4.471991995722055,0.2,0.5408686101436615,16.758216857910156,1110,-0.006833481059584301,0.473297119140625,0.105751954,177.04448969364165,0.7434535026550293
1851392,522,-146.02173900604248,3541,113,0.001,-4.4426224932074545,0.2,0.4344974756240845,293.62664794921875,1120,-0.014785836533337714,0.34176025390625,0.04526218,419.486768129468,0.7380771040916443
1867776,523,-187.86013889312744,3571,114,0.001,-4.450581987202168,0.2,0.6277529895305634,207.2310028076172,1130,-0.008918377981899539,0.400042724609375,0.081695765,192.51443886458873,0.7425340414047241
1884160,522,-293.02399730682373,3603,115,0.001,-4.452711748331785,0.2,0.5942329466342926,6.610769271850586,1140,0.001267759180700523,0.53997802734375,0.11010074,156.50337158590554,0.7403674721717834
1900544,522,-191.1942229270935,3634,116,0.001,-4.44092807546258,0.2,0.5316918790340424,22.97197914123535,1150,-0.011875810881247163,0.435516357421875,0.07832049,223.70291487574576,0.7373067736625671
1916928,522,-356.3202157020569,3667,117,0.001,-4.425381802767515,0.2,0.538978099822998,14.856473922729492,1160,-0.012648804381024092,0.375006103515625,0.060089163,220.7195274055004,0.7352011203765869
1933312,522,-110.84335112571716,3698,118,0.001,-4.4102665789425375,0.2,0.5169156491756439,39.40133285522461,1170,-0.018790741923294264,0.338671875,0.04462195,336.81162509918215,0.7313377857208252
1949696,522,-369.31899785995483,3730,119,0.001,-4.385273645818233,0.2,0.6662963926792145,8.869250297546387,1180,-0.006182341212843312,0.490765380859375,0.10762747,137.77520109415053,0.7233030796051025
1966080,522,-168.36671948432922,3762,120,0.001,-4.366187745332718,0.2,0.5715042948722839,12.679485321044922,1190,-0.00587506073024997,0.46253662109375,0.1040044,184.91368195712568,0.7263921499252319
1982464,522,-213.95273685455322,3793,121,0.001,-4.357848773151636,0.2,0.591282069683075,11.36288833618164,1200,-0.009300760642508977,0.455584716796875,0.07857529,191.34905503988267,0.721482515335083
1998848,522,-161.8631932735443,3826,122,0.001,-4.332916904985905,0.2,0.5168741047382355,214.0102996826172,1210,-0.00905736364875338,0.471337890625,0.08790326,245.22627778351307,0.7222665548324585
2015232,521,-184.00912046432495,3860,123,0.001,-4.35359445810318,0.2,0.6103605926036835,18.152589797973633,1220,-0.016417232451203745,0.371807861328125,0.06542543,196.91588030159474,0.7221143245697021
2031616,521,-193.53546857833862,3893,124,0.001,-4.315295486152172,0.2,0.4765222668647766,226.59246826171875,1230,-0.020471265638479962,0.332928466796875,0.050023302,434.0784174561501,0.7147952318191528
2048000,521,-332.74383640289307,3925,125,0.001,-4.291965679079294,0.2,0.4861602187156677,18.81536865234375,1240,-0.015960934043687303,0.35518798828125,0.05290421,250.3320366412401,0.7107506394386292
2064384,521,-173.75328540802002,3957,126,0.001,-4.26440079882741,0.2,0.5408026874065399,24.810291290283203,1250,-0.013902310013509122,0.40650634765625,0.08717605,243.7409926056862,0.7052499055862427
2080768,521,-208.6821165084839,3991,127,0.001,-4.243172144144774,0.2,0.6073687374591827,16.12270736694336,1260,-0.010077550847199745,0.45853271484375,0.10230943,168.1543263077736,0.7034263610839844
2097152,521,-98.99078845977783,4023,128,0.001,-4.233033231645822,0.2,0.5367023646831512,18.230484008789062,1270,-0.015496594440628541,0.40826416015625,0.086022586,305.81544283628466,0.6995359659194946
2113536,520,-213.23679304122925,4057,129,0.001,-4.23354364335537,0.2,0.538196325302124,127.12650299072266,1280,-0.0019440267758909612,0.54376220703125,0.13325322,237.83459815084933,0.7021032571792603
2129920,520,-183.53128099441528,4089,130,0.001,-4.213428726047278,0.2,0.581364631652832,134.3501739501953,1290,-0.012751355942600639,0.422265625,0.07654956,354.8584240138531,0.6967293620109558
2146304,520,-213.62881422042847,4122,131,0.001,-4.200465167313814,0.2,0.5890690088272095,18.225881576538086,1300,-0.009186841983319028,0.471484375,0.10977493,234.70914501547813,0.6972159147262573
2162688,520,-349.0549054145813,4157,132,0.001,-4.200366763025523,0.2,0.5717024505138397,20.17963218688965,1310,-0.009173364582238719,0.492822265625,0.09809971,205.23045565485955,0.6942781805992126
2179072,520,-261.7315745353699,4189,133,0.001,-4.192947088181972,0.2,0.6375476717948914,18.499177932739258,1320,-0.014347729431756306,0.40418701171875,0.08674396,257.06661557555196,0.6934128999710083
2195456,520,-180.4506344795227,4221,134,0.001,-4.195920018106699,0.2,0.6657816171646118,15.104063034057617,1330,-0.006233148972751223,0.4897216796875,0.104696915,147.23226552307605,0.6989229917526245
2211840,519,-178.84148502349854,4256,135,0.001,-4.222560386359691,0.2,0.5634432137012482,13.607552528381348,1340,-2.015573118114844e-05,0.52640380859375,0.1531378,168.47723882049323,0.6989090442657471
2228224,519,-360.72572803497314,4291,136,0.001,-4.182194918394089,0.2,0.6520605981349945,43.32963943481445,1350,-0.016148094577511075,0.393609619140625,0.07412099,218.05525839924812,0.6919729113578796
2244608,519,-200.5394139289856,4324,137,0.001,-4.161943428963423,0.2,0.4976876974105835,18.28750991821289,1360,-0.008171215346374083,0.41102294921875,0.12393007,301.8812578380108,0.693549394607544
2260992,518,-356.4386463165283,4359,138,0.001,-4.19235867485404,0.2,0.6669941842556,27.461475372314453,1370,-0.005966499682108406,0.47266845703125,0.09195103,189.08425800204276,0.6925040483474731
2277376,518,-197.4740948677063,4391,139,0.001,-4.183116802573204,0.2,0.6461657285690308,51.53108596801758,1380,0.014217536769865546,0.53922119140625,0.2682363,141.46179597377778,0.6895291805267334
2293760,518,-172.41424989700317,4425,140,0.001,-4.175188264250755,0.2,0.598859429359436,15.479860305786133,1390,0.004682879693427821,0.59176025390625,0.15348907,179.99702350199223,0.6931484341621399
2310144,517,-212.91686248779297,4460,141,0.001,-4.169240202754736,0.2,0.6957052052021027,18.616291046142578,1400,-0.006235361308790743,0.48607177734375,0.13149533,131.3016503095627,0.6901376247406006
2326528,517,-131.3424620628357,4494,142,0.001,-4.140720175951719,0.2,0.6975604593753815,8.498795509338379,1410,-0.004420605081395479,0.5057861328125,0.13586298,115.08624043166637,0.6863119602203369
2342912,517,-286.3411045074463,4528,143,0.001,-4.153268492221832,0.2,0.6044292151927948,163.2111358642578,1420,-0.004287891873536865,0.516229248046875,0.110402465,228.59366361498832,0.6872106790542603
2359296,517,-188.3429079055786,4563,144,0.001,-4.133295199275016,0.2,0.6065489947795868,26.283214569091797,1430,-0.016196976689752774,0.40911865234375,0.0808729,301.4762841552496,0.6846141219139099
2375680,516,-245.82028245925903,4596,145,0.001,-4.115431801974774,0.2,0.6219782829284668,21.176660537719727,1440,-0.012608021235791966,0.40587158203125,0.08323764,252.0163211196661,0.6839309930801392
2392064,516,-180.2000494003296,4629,146,0.001,-4.102222104370594,0.2,0.64951291680336,24.081993103027344,1450,-0.01354896262055263,0.444305419921875,0.09526028,224.33630406558513,0.6832889914512634
2408448,516,-168.71720933914185,4662,147,0.001,-4.1388208694756035,0.2,0.6801771223545074,10.24061393737793,1460,0.0008635026599222329,0.5922119140625,0.18622273,105.82558406442404,0.6948362588882446
2424832,516,-327.66055727005005,4695,148,0.001,-4.169689274579286,0.2,0.5730814933776855,16.6976375579834,1470,-0.01186187226412585,0.4664794921875,0.093604356,234.95882146954537,0.6935021877288818
2441216,516,-133.89174795150757,4728,149,0.001,-4.146317598968745,0.2,0.5888283848762512,18.204221725463867,1480,-0.015189573432144244,0.467840576171875,0.1057626,182.33997605144978,0.6882085800170898
2457600,516,-120.9606122970581,4762,150,0.001,-4.116439423710108,0.2,0.49754029512405396,11.322134971618652,1490,0.0022227942739846186,0.5769287109375,0.15035267,155.24430475085973,0.681718647480011
2473984,515,-115.23027610778809,4795,151,0.001,-4.119604919105768,0.2,0.6044419705867767,120.57183074951172,1500,-0.006953404164960375,0.50950927734375,0.12417546,163.65147130191326,0.6840760707855225
2490368,515,-126.17547178268433,4829,152,0.001,-4.094112409651279,0.2,0.5644399225711823,42.534488677978516,1510,-0.0036824274604441596,0.54183349609375,0.13961,246.94168326556684,0.6792032122612
2506752,515,-320.38523864746094,4864,153,0.001,-4.082741369307041,0.2,0.6596662402153015,32.683509826660156,1520,-0.01062394145410508,0.460333251953125,0.100977264,159.0906182318926,0.6772871017456055
2523136,515,-262.2283959388733,4897,154,0.001,-4.0562181800603865,0.2,0.5545361042022705,17.53940200805664,1530,-0.019546863398136338,0.402020263671875,0.068195775,237.75198712348939,0.6713851094245911
2539520,514,-224.04076957702637,4931,155,0.001,-4.03631325662136,0.2,0.610102653503418,19.477888107299805,1540,-0.008469617462469613,0.478704833984375,0.14072765,215.8459568411112,0.6695858240127563
2555904,514,-209.56390523910522,4965,156,0.001,-4.014675224199891,0.2,0.6314015984535217,22.914884567260742,1550,-0.006861398398905294,0.47781982421875,0.14986807,168.7760011076927,0.6679452657699585
2572288,514,-136.62815189361572,4999,157,0.001,-4.040551383048296,0.2,0.583730548620224,12.30085277557373,1560,-0.0026833669922780245,0.53397216796875,0.12891042,177.37631838619708,0.6688737869262695
2588672,514,-163.0668797492981,5035,158,0.001,-4.030011399835348,0.2,0.5588609278202057,17.661741256713867,1570,-0.006758258573245257,0.50654296875,0.12965018,175.0828317016363,0.6689542531967163
2605056,513,-156.35952281951904,5071,159,0.001,-4.047519891709089,0.2,0.5789923965930939,92.06736755371094,1580,-0.01624570720086922,0.43367919921875,0.087948665,276.93942311406136,0.6711649894714355
2621440,513,-117.77577829360962,5105,160,0.001,-4.045519708096981,0.2,0.5963426828384399,30.283405303955078,1590,-0.011387312597798882,0.491143798828125,0.12974642,206.62436191439627,0.6693792343139648
2637824,513,-332.64279317855835,5139,161,0.001,-4.01553011238575,0.2,0.6613124907016754,41.8392219543457,1600,-0.014507644550758415,0.48470458984375,0.12860577,206.4072128623724,0.6625596284866333
2654208,512,-233.52066898345947,5174,162,0.001,-3.993017162010074,0.2,0.555035799741745,11.172562599182129,1610,-0.004116179792617913,0.536700439453125,0.15439564,186.4303814932704,0.6640799045562744
2670592,512,-100.30469369888306,5207,163,0.001,-3.995020319893956,0.2,0.591117262840271,48.6685791015625,1620,-0.018138204393471823,0.40927734375,0.0567212,294.3312812507153,0.6575238704681396
2686976,512,-177.6312017440796,5241,164,0.001,-3.979065338522196,0.2,0.6142716705799103,15.973441123962402,1630,-0.00495662548855762,0.544854736328125,0.13314413,139.8190809339285,0.6599767804145813
2703360,512,-218.77303504943848,5276,165,0.001,-4.014741525799036,0.2,0.6088971495628357,8.261207580566406,1640,0.01262494793481892,0.619561767578125,0.19257236,116.62949832081794,0.662995457649231
2719744,511,-414.79947900772095,5312,166,0.001,-3.978042510896921,0.2,0.5754638612270355,45.82449722290039,1650,-0.016948341549141332,0.4372314453125,0.08335979,217.18591140806674,0.6556923389434814
2736128,511,-173.78509378433228,5348,167,0.001,-3.9513599585741757,0.2,0.59054234623909,18.492900848388672,1660,-0.01713472720221034,0.41702880859375,0.08670346,285.7910940736532,0.6521252393722534
2752512,511,-273.6924133300781,5386,168,0.001,-3.9273390490561724,0.2,0.6403552293777466,206.48155212402344,1670,-0.010258830299244437,0.470208740234375,0.10713631,189.00950526595116,0.6487913727760315
2768896,510,-319.3807635307312,5423,169,0.001,-3.929004843905568,0.2,0.5939693748950958,79.81531524658203,1680,-0.013374413751807878,0.456536865234375,0.11429198,280.2605673134327,0.6490306258201599
2785280,510,-360.4642987251282,5460,170,0.001,-3.9031758207827805,0.2,0.6417231261730194,218.308837890625,1690,-0.015858369968918852,0.4521240234375,0.08878708,341.07084354162214,0.6448681354522705
2801664,509,-193.69392681121826,5496,171,0.001,-3.8863733753561975,0.2,0.6426544189453125,183.7726593017578,1700,-0.01960824795969529,0.4555419921875,0.09547448,243.86203904747964,0.6437851190567017
2818048,509,-245.16513013839722,5533,172,0.001,-3.8726522758603097,0.2,0.6294442713260651,102.03951263427734,1710,-0.011138018293786444,0.5235595703125,0.12763247,227.25769866108894,0.6411310434341431
2834432,509,-245.47982501983643,5567,173,0.001,-3.870212472975254,0.2,0.6274671852588654,155.3955078125,1720,-0.017324196215486153,0.461492919921875,0.08787103,393.38013929128647,0.6388774514198303
2850816,508,-62.93002462387085,5601,174,0.001,-3.8526587683707474,0.2,0.5760308802127838,201.9759979248047,1730,-0.004446897337038536,0.518719482421875,0.11596184,205.2900314748287,0.6383929252624512
2867200,508,-280.1023807525635,5636,175,0.001,-3.8658974945545195,0.2,0.6264092028141022,26.101428985595703,1740,-0.0006219815688382369,0.586627197265625,0.15494417,210.10893673598767,0.6378127336502075
2883584,508,-153.14615499973297,5672,176,0.001,-3.8439716666936876,0.2,0.6078673303127289,23.07852554321289,1750,-0.0064907303669315295,0.58221435546875,0.15505315,154.956347489357,0.6342966556549072
2899968,508,-86.26454305648804,5707,177,0.001,-3.827132850140333,0.2,0.5873814225196838,23.65275001525879,1760,-0.012378119427739875,0.463995361328125,0.09797682,247.14045244455338,0.6341199278831482
2916352,507,-210.3796362876892,5741,178,0.001,-3.825536936149001,0.2,0.5368127524852753,32.82563400268555,1770,-0.01138053049071459,0.476666259765625,0.13292885,180.58604842722417,0.6287668943405151
2932736,507,-288.22700548171997,5776,179,0.001,-3.7911369055509567,0.2,0.5633509457111359,14.259247779846191,1780,0.006694044276810018,0.61787109375,0.23886755,185.98206634521483,0.6314786076545715
2949120,507,-166.30208683013916,5810,180,0.001,-3.827716874331236,0.2,0.48542964458465576,49.55802536010742,1790,-0.0032697632213967154,0.573358154296875,0.13680667,175.49453152418135,0.6321179866790771
2965504,507,-185.16283178329468,5844,181,0.001,-3.796113436669111,0.2,0.586799144744873,29.13941192626953,1800,-0.009095027655712329,0.52679443359375,0.13137753,186.5640559464693,0.6258147954940796
2981888,507,-151.48403644561768,5880,182,0.001,-3.783662102371454,0.2,0.5047516822814941,22.680715560913086,1810,-0.006558805271197343,0.5568115234375,0.19975317,186.3010679900646,0.6256359219551086
2998272,506,-157.35721158981323,5916,183,0.001,-3.7671740245074035,0.2,0.47092944383621216,33.80251693725586,1820,-0.011345534225256415,0.52843017578125,0.11481103,288.779535150528,0.6216542720794678
3014656,506,-100.13070964813232,5953,184,0.001,-3.746572533622384,0.2,0.4886179566383362,41.07524490356445,1830,-0.01147165823567775,0.4885009765625,0.16115218,261.56169065237043,0.6173986792564392
3031040,506,-141.20782709121704,5988,185,0.001,-3.7116332691162826,0.2,0.5669385492801666,52.54924392700195,1840,-0.015426394188034464,0.51031494140625,0.11485212,241.51300741434096,0.6132397651672363
3047424,505,-108.11804580688477,6024,186,0.001,-3.709134654328227,0.2,0.54560187458992,105.21168518066406,1850,-0.007159318454796448,0.58778076171875,0.16705805,169.7445335894823,0.614303469657898
3063808,505,-49.55727577209473,6060,187,0.001,-3.709338192269206,0.2,0.4633845090866089,19.834402084350586,1860,-0.0055728384017129425,0.575347900390625,0.18107775,209.9606778472662,0.6111031770706177
3080192,505,-139.31158542633057,6093,188,0.001,-3.6955289363861086,0.2,0.42917507886886597,13.826910972595215,1870,-0.006015766151540447,0.5629638671875,0.1581717,217.9982856810093,0.6100361943244934
3096576,505,-80.03193235397339,6126,189,0.001,-3.7089318472892048,0.2,0.41204339265823364,96.24948120117188,1880,0.0034849743780796414,0.61688232421875,0.19881457,144.97175812125207,0.6128416657447815
3112960,505,-104.14408349990845,6160,190,0.001,-3.763601191714406,0.2,0.3711951971054077,8.017117500305176,1890,0.019026543943982687,0.68175048828125,0.33492407,75.43333946913481,0.6288460493087769
3129344,504,-270.197039604187,6197,191,0.001,-3.9003808464854957,0.2,0.4869536757469177,11.91808032989502,1900,0.03439146862874622,0.731414794921875,0.24702384,109.71867856532336,0.6432538032531738
3145728,504,-154.28710269927979,6233,192,0.001,-3.893011562153697,0.2,0.454328715801239,21.383665084838867,1910,-0.022127573486795882,0.33787841796875,0.050784755,222.42323746085168,0.6408303380012512
3162112,504,-223.47519159317017,6270,193,0.001,-3.87558403685689,0.2,0.5153783559799194,76.85121154785156,1920,-0.02286616187993786,0.422259521484375,0.085218884,268.6735112965107,0.6357594728469849
