time/total_timesteps,time/time_elapsed,rew_vec_envs,time/iterations,time/fps,train/clip_range,train/value_loss,train/loss,train/entropy_loss,train/approx_kl,train/learning_rate,train/explained_variance,train/policy_gradient_loss,train/std,train/n_updates,train/clip_fraction
4046848,49,-741.6308135986328,1,330,,,,,,,,,,,
4063232,84,-874.1525115966797,2,387,0.2,1992.7331196784974,336.50042724609375,-3.1142623469233515,0.029240813,0.001,-0.13727962970733643,-0.00863146395276999,0.5356362462043762,2470,0.238372802734375
4079616,119,-907.2735977172852,3,411,0.2,1616.3991630554199,542.8721923828125,-3.105814255774021,0.030387923,0.001,-0.17852652072906494,-0.008262904787261504,0.5332984924316406,2480,0.286846923828125
4096000,154,-610.4105453491211,4,425,0.2,1456.7091374397278,520.462890625,-3.0887507535517216,0.02751854,0.001,-0.015208840370178223,-0.011797615104296711,0.5310865640640259,2490,0.28759765625
4112384,188,-713.7413330078125,5,434,0.2,1242.8247168540954,539.7313842773438,-3.0643720634281637,0.030084312,0.001,0.28224843740463257,-0.006995194430055562,0.5290994048118591,2500,0.3148193359375
4128768,223,-724.4717178344727,6,440,0.2,1159.8201617240907,509.2995910644531,-3.066783894598484,0.03142202,0.001,0.23898273706436157,-0.00507166337556555,0.5302250385284424,2510,0.323297119140625
4145152,257,-685.0824356079102,7,445,0.2,1289.4245637893678,558.8578491210938,-3.067669055610895,0.031245269,0.001,0.25375592708587646,-0.007761007887893356,0.5294477939605713,2520,0.297119140625
4161536,292,-768.086181640625,8,447,0.2,1317.6752700805664,308.183837890625,-3.0550767250359057,0.03120305,0.001,0.30005979537963867,-0.008565962604188826,0.5278734564781189,2530,0.288494873046875
4177920,329,-877.9360961914062,9,448,0.2,1349.925154876709,515.226806640625,-3.0641275152564047,0.028739639,0.001,0.262101948261261,-0.006976897461572662,0.5291309356689453,2540,0.29002685546875
4194304,364,-663.3123893737793,10,449,0.2,1286.5151593208313,471.0387878417969,-3.075332211703062,0.030765146,0.001,0.31458258628845215,-0.007671245806704974,0.5303924679756165,2550,0.28643798828125
4210688,404,-742.8238410949707,11,445,0.2,1289.5072494506835,411.475830078125,-3.086398670077324,0.030714009,0.001,0.2851203680038452,-0.004911116071161814,0.5328569412231445,2560,0.30576171875
4227072,442,-929.7722854614258,12,443,0.2,1272.2362787246705,567.6181640625,-3.0634575374424458,0.03010523,0.001,0.23449301719665527,-0.007085097007802688,0.5282119512557983,2570,0.30172119140625
4243456,481,-996.3846282958984,13,442,0.2,1284.6858467102052,521.494384765625,-3.0310326665639877,0.033614997,0.001,0.26304203271865845,-0.00766599128692178,0.524938702583313,2580,0.288677978515625
4259840,519,-959.0748825073242,14,441,0.2,1274.9554982185364,438.6523742675781,-3.05378592684865,0.031913735,0.001,0.3261488676071167,-0.007057810801779851,0.5281364917755127,2590,0.289129638671875
4276224,558,-814.8541870117188,15,440,0.2,1281.772523498535,595.6553955078125,-3.048604690283537,0.033072308,0.001,0.2786453366279602,-0.007953218660259154,0.5271584987640381,2600,0.269757080078125
4292608,595,-1002.614128112793,16,440,0.2,1268.140121459961,285.62786865234375,-3.0272966116666793,0.030370634,0.001,0.2762172222137451,-0.008472806766803842,0.5244050025939941,2610,0.292333984375
4308992,630,-768.1370964050293,17,441,0.2,1294.0431020736694,532.0254516601562,-3.0170798391103744,0.027794488,0.001,0.23308229446411133,-0.006737865356262774,0.5226536989212036,2620,0.28778076171875
4325376,669,-916.8286285400391,18,440,0.2,1289.0255984306336,376.7268981933594,-3.0163721941411494,0.026745506,0.001,0.2977555990219116,-0.00839630201808177,0.5223540663719177,2630,0.267236328125
4341760,709,-899.8687438964844,19,438,0.2,1349.182924079895,715.0802001953125,-3.031768988072872,0.02644585,0.001,0.33307522535324097,-0.00763019481964875,0.5247036218643188,2640,0.28541259765625
4358144,750,-900.2345657348633,20,436,0.2,1190.813939666748,251.76998901367188,-3.0177449718117715,0.028680759,0.001,0.302517831325531,-0.006790302635636181,0.5227435827255249,2650,0.29666748046875
4374528,789,-922.8436317443848,21,435,0.2,1345.0711834907531,657.12353515625,-3.011692311614752,0.02802375,0.001,0.29827964305877686,-0.007320684194564819,0.5228430032730103,2660,0.310760498046875
4390912,829,-847.9656028747559,22,434,0.2,1178.9569526672362,730.5673217773438,-3.0157524228096007,0.029839255,0.001,0.3271670937538147,-0.0062857094220817086,0.5233081579208374,2670,0.3017822265625
4407296,870,-954.5781478881836,23,432,0.2,1317.5656253814698,424.3919677734375,-3.0103101663291456,0.025610026,0.001,0.27506476640701294,-0.008278346124279778,0.5224143266677856,2680,0.275604248046875
4423680,910,-718.8597564697266,24,432,0.2,1341.424981880188,525.3106079101562,-3.0111583463847635,0.029498437,0.001,0.3106003999710083,-0.0047570523798640355,0.5219395160675049,2690,0.305047607421875
4440064,950,-1084.3987426757812,25,431,0.2,1188.533528137207,481.88214111328125,-3.0032098978757857,0.026373068,0.001,0.306837260723114,-0.005196938928565942,0.5216037034988403,2700,0.301324462890625
4456448,989,-881.8390579223633,26,430,0.2,1297.5923464775085,438.801025390625,-2.9994729176163673,0.029719552,0.001,0.338209331035614,-0.0067381766770267856,0.5210225582122803,2710,0.298077392578125
4472832,1026,-766.9596519470215,27,431,0.2,1245.4857189178467,580.8347778320312,-2.9885024152696134,0.026409741,0.001,0.29004502296447754,-0.005420617551135365,0.5192139744758606,2720,0.29412841796875
4489216,1065,-928.6907424926758,28,430,0.2,1202.734936618805,510.28961181640625,-2.980117453634739,0.032017007,0.001,0.28011196851730347,-0.006515521464461926,0.5185977220535278,2730,0.298284912109375
4505600,1103,-1083.6618270874023,29,430,0.2,1237.387860584259,591.2243041992188,-2.979654138535261,0.029257262,0.001,0.29281002283096313,-0.00784056230331771,0.5183761119842529,2740,0.299993896484375
4521984,1143,-946.4892883300781,30,429,0.2,1261.0149328231812,481.8236389160156,-2.9515058256685736,0.02924443,0.001,0.24847447872161865,-0.00557777059802902,0.5131855010986328,2750,0.300445556640625
4538368,1184,-872.268928527832,31,428,0.2,1247.2249277114868,601.8323974609375,-2.947209168970585,0.02838564,0.001,0.273237943649292,-0.006704562930099201,0.5140132308006287,2760,0.305078125
4554752,1223,-730.9906044006348,32,428,0.2,1272.595896625519,491.22369384765625,-2.9339519843459128,0.039172925,0.001,0.26002854108810425,-0.00766888160869712,0.5128607153892517,2770,0.2922607421875
4571136,1262,-958.9258804321289,33,428,0.2,1299.2296203613282,492.6189880371094,-2.9217886567115783,0.025565945,0.001,0.29617464542388916,-0.007201643042208161,0.5100553631782532,2780,0.266943359375
4587520,1300,-1037.9321899414062,34,428,0.2,1467.5569811820983,401.24029541015625,-2.908911243081093,0.026182288,0.001,0.3157110810279846,-0.010241842047980754,0.5082966089248657,2790,0.261236572265625
4603904,1341,-910.4488487243652,35,427,0.2,1278.703203678131,516.006591796875,-2.8853702060878277,0.030716402,0.001,0.2506977915763855,-0.005212267304887064,0.5056790113449097,2800,0.316790771484375
4620288,1381,-1056.9475936889648,36,426,0.2,1294.2570512771606,578.7470703125,-2.8785610027611255,0.027796077,0.001,0.26803481578826904,-0.008002117795695086,0.505553662776947,2810,0.277569580078125
