step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[-0.07720764  0.01292299  0.00255333],[0.02425615 0.07754176 0.12212484],[ 0.06648151 -0.02076039 -0.83917868],[-1.51512347 -3.62346343  5.09561918],[0.14200836 0.05098492 0.05081049 0.15096355],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.02425615 0.07754176 0.12212484],[-0.12827282  0.04886907  0.83080054],[ 0.55962713  6.67625599 -2.03547752],7.002052933942578,0.8157936084538773
0,0,[-0.3982954   0.03907826  0.02031346],[0.02162899 0.07780142 0.12225267],[ 0.07304748 -0.02033933 -0.91292312],[-1.51510885 -3.62346619  5.08813906],[0.14146831 0.05083873 0.05779948 0.15691703],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.02162899 0.07780142 0.12225267],[-0.1407652   0.04865537  0.90387834],[ 0.56037487  6.68169803 -2.01026306],7.000019005914897,0.8083933279405421
0,0,[-0.69810398  0.06321715  0.04218125],[0.01640706 0.0782882  0.12257732],[ 0.07987668 -0.01695397 -0.98705819],[-1.51508916 -3.62346981  5.08004159],[0.12582804 0.04747947 0.05801912 0.13660412],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.01640706 0.0782882  0.12257732],[-0.15416401  0.04263508  0.97742892],[ 0.56280658  6.69211538 -1.96682862],6.997826402709395,0.8009569997620004
0,0,[-0.93823924  0.06910628  0.05547781],[0.00908433 0.07886275 0.12303256],[ 0.08687438 -0.01051901 -1.06269183],[-1.51506534 -3.62347394  5.07131492],[0.11128291 0.04804969 0.05824259 0.11412392],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[0.00908433 0.07886275 0.12303256],[-0.16838278  0.03066299  1.05246318],[ 0.56621393  6.70623953 -1.90850801],6.995473517731331,0.7933711232390742
1,0,[-1.12907496  0.0611898   0.05976717],[8.29993407e-05 7.93944139e-02 1.23533888e-01],[ 9.39132068e-02 -1.01274880e-03 -1.13956117e+00],[-1.51503831 -3.62347821  5.06194796],[0.08815417 0.0485074  0.0564367  0.08951834],[-1.4566747   0.07241653  0.08794977  0.        ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[8.29993407e-05 7.93944139e-02 1.23533888e-01],[-0.18315932  0.01267068  1.12858871],[ 0.56978691  6.72294428 -1.83816241],6.992959167343075,0.7856575157113981
1,0,[-1.27176413  0.05587686  0.06412633],[-0.0101909   0.07987331  0.12405988],[ 0.10097171  0.01148042 -1.21762057],[-1.51500895 -3.62348235  5.05192976],[0.07271914 0.05148063 0.05495794 0.07459382],[-1.4566747   0.07241653  0.08794977  0.        ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.0101909   0.07987331  0.12405988],[-0.19844433 -0.01118407  1.2055794 ],[ 0.57336396  6.74115156 -1.75845926],6.990282504654921,0.7778146108694001
1,0,[-1.40082536  0.05340886  0.06583647],[-0.02155307  0.08033438  0.12460209],[ 0.10808263  0.02702836 -1.2960732 ],[-1.51497779 -3.62348615  5.04125415],[0.06495517 0.05156456 0.05392057 0.06479715],[-1.4566747   0.07241653  0.08794977  0.        ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.02155307  0.08033438  0.12460209],[-0.21425434 -0.04103403  1.28243105],[ 0.57695269  6.76023046 -1.67056495],6.987444281392644,0.769914715528658
1,0,[-1.52905408  0.04995332  0.06710787],[-0.03398804  0.08077435  0.12514776],[ 0.11523715  0.04587026 -1.37463656],[-1.51494511 -3.62348943  5.02991796],[0.05431477 0.05087574 0.054322   0.05416307],[-1.4566747   0.07241653  0.08794977  0.        ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.03398804  0.08077435  0.12514776],[-0.23058471 -0.0773402   1.35862376],[ 0.58046131  6.7798503  -1.57454263],6.984446290433497,0.7619779241244761
2,0,[-1.65685339  0.04327452  0.07004839],[-0.04748979  0.08117795  0.1257083 ],[ 0.12240788  0.0682494  -1.45290296],[-1.51491107 -3.62349202  5.0179194 ],[0.0532045  0.06007266 0.0715928  0.05226002],[-1.37859058  0.03817831  0.07329875  0.        ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.04748979  0.08117795  0.1257083 ],[-0.24738499 -0.12054919  1.43347034],[ 0.58393875  6.79966089 -1.47039106],6.981290893189803,0.7540353237628454
2,0,[-1.78211011  0.03156089  0.07466502],[-0.06203008  0.08149347  0.12631073],[ 0.12950641  0.09436044 -1.53027819],[-1.51487547 -3.62349352  5.00526175],[0.05279159 0.07187382 0.07652402 0.05048458],[-1.37859058  0.03817831  0.07329875  0.        ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.06203008  0.08149347  0.12631073],[-0.26446562 -0.17098476  1.50607081],[ 0.58747477  6.81924967 -1.3582846 ],6.97798177833382,0.7461355417422244
