step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[-1.22115378  1.53476237  0.06977267],[ 0.38436383 -0.24852734 -2.51773557],[-0.26253255 -0.40949491  0.12790904],[4.08709741 2.1586968  2.95257119],[0.26244562 0.35981479 0.35969944 0.292898  ],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.38436383 -0.24852734 -2.51773557],[-0.46986053 -0.17070681  0.05532101],[ 3.55873961 -6.54991656  0.36165774],7.4630309428818125,0.8497038624054332
0,0,[-0.82954149  1.45616634  0.15210147],[ 0.37594223 -0.2373412  -2.51190753],[-0.28461168 -0.43975631  0.09553335],[4.08666829 2.16293291 2.95153673],[0.18382904 0.15042353 0.18690733 0.1885211 ],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.37594223 -0.2373412  -2.51190753],[-0.49774859 -0.16657512  0.08952721],[ 3.54934083 -6.55276264  0.35913679],7.460931432997176,0.8467537750219221
0,0,[-1.02267416  1.24742136  0.21159427],[ 0.36663376 -0.22789178 -2.50629972],[-0.30513021 -0.46876711  0.03416577],[4.08623264 2.16725068 2.94999049],[0.19509115 0.13715773 0.1693472  0.19217798],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.36663376 -0.22789178 -2.50629972],[-0.51794801 -0.15271062  0.14974537],[ 3.53718592 -6.55760501  0.34438027],7.458717415109887,0.8439630171308399
1,0,[-1.13908499  1.08374689  0.26199905],[ 0.35585897 -0.21992174 -2.50095651],[-0.32447516 -0.49643075 -0.03132621],[4.08579117 2.17163156 2.94789839],[0.09892811 0.16465401 0.18126903 0.12454872],[-0.90543723 -0.23101579  0.25013238 -0.31643251],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.35585897 -0.21992174 -2.50095651],[-0.53661019 -0.13829697  0.21361741],[ 3.52329285 -6.56394186  0.31439707],7.456391269980533,0.8406106953852465
1,0,[-0.99947835  1.03253548  0.33020172],[ 0.34619346 -0.2126855  -2.4954303 ],[-0.34323952 -0.52287313 -0.06315457],[4.08533832 2.17612074 2.945369  ],[0.50785102 0.52254607 0.51260368 0.5281618 ],[-0.90543723 -0.23101579  0.25013238 -0.31643251],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.34619346 -0.2126855  -2.4954303 ],[-0.56227865 -0.13515712  0.24652272],[ 3.50655458 -6.57126642  0.28963649],7.453949062700696,0.8371352100884613
1,0,[-1.14049384  1.17019392  0.36623225],[ 0.33584319 -0.20465953 -2.48925932],[-0.36237376 -0.54905985 -0.02506905],[4.08483934 2.18101998 2.9431069 ],[0.26468009 0.25486444 0.23983192 0.29043175],[-0.90543723 -0.23101579  0.25013238 -0.31643251],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.33584319 -0.20465953 -2.48925932],[-0.6032093  -0.15455694  0.21368343],[ 3.48711978 -6.57976069  0.26367312],7.451360855508277,0.834166124593733
2,0,[-1.22687371  1.21169852  0.38465581],[ 0.32400747 -0.19609927 -2.48283148],[-0.38028174 -0.57358491 -0.07612816],[4.08432249 2.18607206 2.94052702],[0.12354247 0.20828833 0.20546238 0.14288008],[-0.98575437 -0.20054819  0.41064861 -0.50382096],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.32400747 -0.19609927 -2.48283148],[-0.62449525 -0.14508416  0.26146819],[ 3.46676835 -6.5887106   0.22991164],7.448654209313148,0.8307606074798186
2,0,[-0.97886944  1.15074837  0.42518896],[ 0.31424341 -0.18789668 -2.47641683],[-0.39717533 -0.59675973 -0.12794916],[4.08379498 2.19121035 2.93748063],[0.33981408 0.3325933  0.34110958 0.35945448],[-0.98575437 -0.20054819  0.41064861 -0.50382096],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.31424341 -0.18789668 -2.47641683],[-0.64493653 -0.13524994  0.30984793],[ 3.4454496  -6.59742132  0.20832169],7.445837016151568,0.8271823231040294
2,0,[-1.40264884  1.17479113  0.5397877 ],[ 0.30257476 -0.17998221 -2.4693619 ],[-0.41416113 -0.61874835 -0.1255159 ],[4.08323684 2.19657179 2.93433351],[0.46082106 0.43810496 0.43729077 0.49230501],[-0.98575437 -0.20054819  0.41064861 -0.50382096],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.30257476 -0.17998221 -2.4693619 ],[-0.67544154 -0.1413057   0.30650388],[ 3.41924359 -6.60872599  0.17396627],7.442899315762569,0.8244928343910647
3,0,[-1.87394128  1.24544124  0.60634311],[ 0.28612823 -0.17145152 -2.46137356],[-0.43121304 -0.63913759 -0.12567916],[4.08263453 2.20223519 2.93131744],[0.19817256 0.19308923 0.18890063 0.19728076],[-0.99542743 -0.1706512   0.47785544 -0.55254984],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.28612823 -0.17145152 -2.46137356],[-0.70498253 -0.14604359  0.30316282],[ 3.38788556 -6.62277196  0.11088767],7.439836895917344,0.8218823451694578
3,0,[-2.05212927  1.14532545  0.58182016],[ 0.26804829 -0.16339109 -2.45387887],[-0.44668693 -0.65654841 -0.19979175],[4.08202081 2.20797763 2.92784108],[0.11256062 0.14111388 0.13991291 0.10169583],[-0.99542743 -0.1706512   0.47785544 -0.55254984],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.26804829 -0.16339109 -2.45387887],[-0.7192666  -0.13074439  0.36886751],[ 3.35836339 -6.63508046  0.0337537 ],7.436668388371085,0.8181158275866455
3,0,[-1.90335102  0.99619862  0.49889097],[ 0.25030488 -0.15612339 -2.44726563],[-0.46124528 -0.6722967  -0.22394153],[4.08139184 2.21382387 2.92400289],[0.65892528 0.66837417 0.67427206 0.62772096],[-0.99542743 -0.1706512   0.47785544 -0.55254984],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.25030488 -0.15612339 -2.44726563],[-0.7402774  -0.12959449  0.38739451],[ 3.33269068 -6.64427927 -0.04606565],7.433397355843583,0.8154494313870363
4,0,[-0.88991277  0.00653107  0.4197054 ],[ 0.23873933 -0.15386765 -2.44306309],[-0.47701006 -0.69158735 -0.01521806],[4.08067241 2.22027441 2.92144718],[0.71977189 0.78974298 0.89228633 0.65195996],[-0.98531234 -0.1525805   0.52941465 -0.5868718 ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.23873933 -0.15386765 -2.44306309],[-0.79814098 -0.18361301  0.18793743],[ 3.31372525 -6.64928856 -0.10741078],7.430030312241124,0.8159724303544328
