rew_vec_envs,time/total_timesteps,time/time_elapsed,time/fps,time/iterations,train/explained_variance,train/policy_gradient_loss,train/std,train/value_loss,train/clip_range,train/loss,train/entropy_loss,train/n_updates,train/learning_rate,train/clip_fraction,train/approx_kl
,1310720,270,1090,9,,,,,,,,,,,
0.22224489,,,,,0.08660060167312622,-0.0005599092146439943,0.9759485721588135,1827.7389343112707,0.2,5.6888651847839355,-5.5788986623287204,400,0.0001,0.0215728759765625,0.004873961
0.12484629,,,,,,,,,,,,,,,
,1343488,299,1094,10,,,,,,,,,,,
0.12259258,,,,,0.7396861016750336,-0.004635449640409206,0.9734829068183899,1.1886663550511003,0.2,0.2540988326072693,-5.5729457706213,410,0.0001,0.055224609375,0.0069141006
0.09634307,,,,,,,,,,,,,,,
,1376256,328,1098,11,,,,,,,,,,,
0.24121244,,,,,0.8041896373033524,-0.0035773820149188396,0.9717136025428772,1.8720792060717941,0.2,0.438649982213974,-5.564844757318497,420,0.0001,0.05419921875,0.0070509226
0.26977724,,,,,,,,,,,,,,,
,1409024,357,1099,12,,,,,,,,,,,
0.26727208,,,,,0.31111639738082886,-0.0024412296250375222,0.9719663262367249,34.26882717385888,0.2,19.771995544433594,-5.560515441000462,430,0.0001,0.0410980224609375,0.0050909305
0.18092471,,,,,,,,,,,,,,,
,1441792,386,1101,13,,,,,,,,,,,
0.19791132,,,,,0.6413314044475555,-0.0050058939428708985,0.9682074785232544,1.1825230857357383,0.2,0.25774818658828735,-5.554205332696438,440,0.0001,0.0759124755859375,0.0077545773
0.18113685,,,,,,,,,,,,,,,
,1474560,416,1101,14,,,,,,,,,,,
0.11016327,,,,,0.4892733693122864,-0.001990281408507144,0.9665758013725281,6.1112917983904484,0.2,0.2594973146915436,-5.543240569531918,450,0.0001,0.0459075927734375,0.0049426993
0.26190266,,,,,,,,,,,,,,,
,1507328,446,1101,15,,,,,,,,,,,
0.27158952,,,,,0.7867263853549957,-0.004355130722979083,0.9641382694244385,0.8960055557079614,0.2,0.21154797077178955,-5.53429956138134,460,0.0001,0.0646881103515625,0.007374975
0.23168606,,,,,,,,,,,,,,,
,1540096,475,1101,16,,,,,,,,,,,
0.23872688,,,,,0.7914613634347916,-0.0044775074085919185,0.9614232778549194,0.703292631264776,0.2,0.21993717551231384,-5.523388086259365,470,0.0001,0.0678680419921875,0.0074357474
0.23656383,,,,,,,,,,,,,,,
,1572864,506,1100,17,,,,,,,,,,,
0.16562115,,,,,0.03814762830734253,-0.0013020499507547356,0.9609467387199402,841.6608240351081,0.2,2271.76708984375,-5.517339859902859,480,0.0001,0.0411224365234375,0.0036361432
0.22933635,,,,,,,,,,,,,,,
,1605632,536,1100,18,,,,,,,,,,,
0.11533313,,,,,0.4712200164794922,-0.002350954998837551,0.9593510627746582,27.525093387812376,0.2,0.9005153775215149,-5.5132452070713045,490,0.0001,0.029388427734375,0.005373125
0.29606283,,,,,,,,,,,,,,,
,1638400,566,1099,19,,,,,,,,,,,
0.27699697,,,,,0.7796822786331177,-0.002105883785407059,0.9577727317810059,2.5513022914528847,0.2,0.433734655380249,-5.506523253023625,500,0.0001,0.0361083984375,0.0052036536
0.20913775,,,,,,,,,,,,,,,
,1671168,595,1100,20,,,,,,,,,,,
0.2533508,,,,,0.019732177257537842,-0.0002509147507225862,0.9577800035476685,6667.004297930002,0.2,12211.9716796875,-5.502943260967731,510,0.0001,0.0139801025390625,0.0023145718
0.20764647,,,,,,,,,,,,,,,
,1703936,625,1100,21,,,,,,,,,,,
0.21065064,,,,,0.7743271887302399,-0.0029948792107461486,0.9595561623573303,9.275036418437958,0.2,1.2331974506378174,-5.505780555307865,520,0.0001,0.0246734619140625,0.0041619535
0.15829323,,,,,,,,,,,,,,,
,1736704,656,1098,22,,,,,,,,,,,
0.25557062,,,,,0.8101180046796799,-0.004411114415415795,0.9596506953239441,4.396693085879088,0.2,0.7117584943771362,-5.510214149951935,530,0.0001,0.039996337890625,0.0052149347
0.4011728,,,,,,,,,,,,,,,
,1769472,686,1097,23,,,,,,,,,,,
0.27890208,,,,,0.7315577566623688,-0.0033696113903715743,0.9603465795516968,3.8682650677859782,0.2,0.7906588912010193,-5.512652711570263,540,0.0001,0.0455322265625,0.0056703934
0.22020137,,,,,,,,,,,,,,,
,1802240,716,1098,24,,,,,,,,,,,
0.20639834,,,,,0.7315248847007751,-0.003127057000529021,0.9569193720817566,4.650537069514394,0.2,0.6221587657928467,-5.506871090829373,550,0.0001,0.045477294921875,0.005808367
0.19875067,,,,,,,,,,,,,,,
,1835008,745,1098,25,,,,,,,,,,,
0.1454458,,,,,0.06691104173660278,-0.0010014483967097476,0.9560185670852661,1810.186392583698,0.2,1.5410953760147095,-5.497988486289978,560,0.0001,0.0266845703125,0.0040653516
0.13414311,,,,,,,,,,,,,,,
,1867776,776,1096,26,,,,,,,,,,,
0.2858994,,,,,0.07602554559707642,-0.0009690141312603373,0.9553906917572021,3232.9090841844677,0.2,3840.947021484375,-5.494780343770981,570,0.0001,0.0166229248046875,0.0035460726
0.2798768,,,,,,,,,,,,,,,
,1900544,807,1096,27,,,,,,,,,,,
0.22825329,,,,,0.7186254560947418,-0.0031675467093009503,0.9584333300590515,9.577936540171503,0.2,2.7263364791870117,-5.498357141017914,580,0.0001,0.04332275390625,0.005918863
0.20491043,,,,,,,,,,,,,,,
,1933312,837,1096,28,,,,,,,,,,,
0.20588976,,,,,0.7277954518795013,-0.003328398014855338,0.9576743841171265,3.7018186036497354,0.2,0.5895718932151794,-5.504419876635074,590,0.0001,0.069989013671875,0.007349536
0.24161103,,,,,,,,,,,,,,,
,1966080,867,1096,29,,,,,,,,,,,
0.1420469,,,,,0.8159877955913544,-0.004043291961716022,0.9574158191680908,2.344234842993319,0.2,0.4909529685974121,-5.501315423846245,600,0.0001,0.06087646484375,0.00730337
0.27935728,,,,,,,,,,,,,,,
,1998848,897,1095,30,,,,,,,,,,,
0.261797,,,,,0.7879169434309006,-0.004615940884832526,0.9558255076408386,2.2439080614596607,0.2,0.6944501399993896,-5.497907525300979,610,0.0001,0.0694091796875,0.008519795
0.35282972,,,,,,,,,,,,,,,
,2031616,926,1095,31,,,,,,,,,,,
