time/iterations,time/total_timesteps,rew_vec_envs,time/time_elapsed,time/fps,train/clip_fraction,train/loss,train/approx_kl,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/clip_range,train/std,train/value_loss
49,1605632,216.17140555381775,2635,609,0.06954345703125,143.97134399414062,0.008929583,0.001,480,-0.008940393112425227,-4.7284389525651935,0.621866762638092,0.2,0.7899256944656372,536.6214469909668
50,1638400,119.94405055046082,2674,612,0.0715240478515625,188.805419921875,0.007735804,0.001,490,-0.009136517539445776,-4.709888243675232,0.6693000197410583,0.2,0.7836289405822754,635.7217834472656
51,1671168,170.85990968346596,2712,616,0.0805419921875,160.18643188476562,0.008563004,0.001,500,-0.010740525957953651,-4.680261749029159,0.6804965734481812,0.2,0.7797451019287109,509.06393394470217
52,1703936,121.15542393922806,2749,619,0.0697296142578125,227.79428100585938,0.007785581,0.001,510,-0.009484497066296171,-4.6557340800762175,0.6658683717250824,0.2,0.7731748223304749,778.5019012451172
53,1736704,159.12838888168335,2785,623,0.0696533203125,190.49041748046875,0.008902721,0.001,520,-0.009358869286370464,-4.633209624886513,0.6952895820140839,0.2,0.7701219320297241,666.4145736694336
54,1769472,153.63365030288696,2822,626,0.0773162841796875,195.0548095703125,0.008608558,0.001,530,-0.008649777258688119,-4.615632486343384,0.7108824551105499,0.2,0.7664351463317871,641.0176036834716
55,1802240,193.14008474349976,2861,629,0.0789947509765625,154.48922729492188,0.008320411,0.001,540,-0.01043388748075813,-4.594594213366508,0.6621572971343994,0.2,0.7618699669837952,548.8012962341309
56,1835008,191.34680032730103,2898,633,0.0821380615234375,189.51609802246094,0.008576726,0.001,550,-0.009960568095993948,-4.567836081981659,0.6334760189056396,0.2,0.757604718208313,654.9539163589477
57,1867776,188.39458417892456,2937,635,0.09456787109375,108.94393157958984,0.010592598,0.001,560,-0.010198916477384046,-4.536882251501083,0.6723343133926392,0.2,0.7510514259338379,472.8549366950989
58,1900544,98.7449380159378,2977,638,0.0790557861328125,160.20016479492188,0.008365709,0.001,570,-0.009976847436337265,-4.510598221421242,0.6713511049747467,0.2,0.7463991641998291,621.8764022827148
59,1933312,169.83943033218384,3016,640,0.06468505859375,257.66192626953125,0.0074390285,0.001,580,-0.009212977696734015,-4.485563400387764,0.6216785907745361,0.2,0.7425093650817871,941.1719175338745
60,1966080,225.70490884780884,3053,643,0.0656005859375,230.76087951660156,0.007953817,0.001,590,-0.009412250641616993,-4.46629673242569,0.661247044801712,0.2,0.739773154258728,777.1558917999267
61,1998848,143.84423434734344,3091,646,0.0684173583984375,186.99859619140625,0.0071444768,0.001,600,-0.00907846035406692,-4.45291984975338,0.6841892898082733,0.2,0.7362347841262817,709.236817741394
62,2031616,175.260657787323,3130,649,0.080938720703125,202.57608032226562,0.008850834,0.001,610,-0.009988004539627582,-4.430401116609573,0.6430466175079346,0.2,0.7317270040512085,800.6353900909423
63,2064384,221.540292263031,3167,651,0.0752197265625,217.05860900878906,0.0078732455,0.001,620,-0.009331278596073389,-4.411240640282631,0.6129944622516632,0.2,0.729514479637146,764.1554538726807
64,2097152,149.5101809501648,3205,654,0.093670654296875,211.40087890625,0.011182917,0.001,630,-0.009171294869156554,-4.376430347561836,0.6530736684799194,0.2,0.7214341759681702,573.3426383972168
65,2129920,158.64483737945557,3242,656,0.0879547119140625,163.88394165039062,0.008237325,0.001,640,-0.00975123708776664,-4.350093376636505,0.5913838148117065,0.2,0.7182936668395996,630.6849475860596
66,2162688,209.4826638698578,3282,658,0.0901702880859375,249.6527099609375,0.009023625,0.001,650,-0.010821489921363536,-4.32378868162632,0.6337727308273315,0.2,0.7127439975738525,765.5969705581665
67,2195456,111.00336933135986,3324,660,0.072802734375,188.07015991210938,0.009190945,0.001,660,-0.009511150246544276,-4.294868433475495,0.6452595591545105,0.2,0.7073938846588135,789.4693071365357
68,2228224,69.36971807479858,3362,662,0.086932373046875,189.93836975097656,0.010017481,0.001,670,-0.010723298223456367,-4.2695206761360165,0.6992714107036591,0.2,0.7040624618530273,723.2649423599244
69,2260992,241.42395782470703,3401,664,0.0915802001953125,200.69107055664062,0.010994622,0.001,680,-0.009007341995311436,-4.244576677680016,0.6271851658821106,0.2,0.6991825103759766,801.9337640762329
70,2293760,190.47742223739624,3440,666,0.0833770751953125,251.7740478515625,0.008909401,0.001,690,-0.009892298812337686,-4.220699945092202,0.5991324782371521,0.2,0.6949381828308105,816.9170896530152
71,2326528,239.12997597455978,3477,668,0.0867218017578125,212.2298583984375,0.008595409,0.001,700,-0.010671538443421013,-4.202333578467369,0.623844563961029,0.2,0.6932976245880127,832.6318084716797
72,2359296,229.90293312072754,3515,671,0.0942230224609375,225.0452423095703,0.010227937,0.001,710,-0.009709886605560315,-4.181471738219261,0.6353733837604523,0.2,0.688636302947998,769.1756258010864
73,2392064,183.95378535985947,3553,673,0.11439208984375,162.81370544433594,0.010148246,0.001,720,-0.009911815145460422,-4.158204337954521,0.6363494992256165,0.2,0.6855823397636414,639.7976182937622
74,2424832,238.3729748725891,3592,674,0.1071990966796875,177.1202392578125,0.010898981,0.001,730,-0.010036710847634822,-4.132518407702446,0.6265104711055756,0.2,0.68034827709198,753.7651920318604
75,2457600,211.28425335884094,3634,676,0.09986572265625,199.04678344726562,0.010338452,0.001,740,-0.009795951598789543,-4.100459301471711,0.6349920928478241,0.2,0.6748956441879272,713.4689041137696
76,2490368,189.95245838165283,3674,677,0.1095245361328125,210.8506622314453,0.010504905,0.001,750,-0.010101051632955205,-4.089340117573738,0.5891914069652557,0.2,0.6747579574584961,768.0647861480713
77,2523136,108.98849678039551,3715,679,0.10103759765625,215.5098114013672,0.011299318,0.001,760,-0.009590356264379808,-4.076895731687546,0.6042875349521637,0.2,0.6711668968200684,761.6555530548096
78,2555904,226.0765027999878,3757,680,0.1150787353515625,281.81707763671875,0.011600673,0.001,770,-0.009220097167417406,-4.052647063136101,0.617971807718277,0.2,0.6677146553993225,923.0975818634033
79,2588672,285.726681470871,3799,681,0.11038818359375,224.38137817382812,0.01046867,0.001,780,-0.009087493142578751,-4.0380409300327305,0.6166074275970459,0.2,0.666519284248352,729.378010559082
80,2621440,203.16688680648804,3839,682,0.099554443359375,240.45082092285156,0.010578891,0.001,790,-0.00978930433630012,-4.01739319562912,0.6060751676559448,0.2,0.6610692739486694,853.8755796432495
81,2654208,269.5366599559784,3879,684,0.105426025390625,198.65208435058594,0.010261372,0.001,800,-0.009811276986874872,-3.9824201077222825,0.6095235049724579,0.2,0.6564581990242004,692.6063770294189
82,2686976,143.2965545654297,3920,685,0.1153778076171875,229.5787353515625,0.010874503,0.001,810,-0.01083736453729216,-3.9659717470407485,0.6653018891811371,0.2,0.6547571420669556,729.5080089569092
83,2719744,136.48418137431145,3963,686,0.1135711669921875,232.66201782226562,0.011102931,0.001,820,-0.011291531377355567,-3.950666406750679,0.630702793598175,0.2,0.6513034105300903,741.8964714050293
84,2752512,198.0819303393364,4004,687,0.108343505859375,247.83309936523438,0.0118686315,0.001,830,-0.010475651708838995,-3.9456511840224264,0.6114257276058197,0.2,0.6521079540252686,875.8392358779907
85,2785280,291.24623584747314,4046,688,0.107366943359375,239.56890869140625,0.012123142,0.001,840,-0.009934883791720495,-3.9277061581611634,0.681583434343338,0.2,0.6479091644287109,866.3225181579589
86,2818048,219.98537731170654,4090,688,0.115850830078125,244.57391357421875,0.012320938,0.001,850,-0.01012859377078712,-3.900813141465187,0.6176249086856842,0.2,0.6433243751525879,801.4866968154907
87,2850816,265.92803406715393,4134,689,0.100860595703125,273.11859130859375,0.009140873,0.001,860,-0.01053301019128412,-3.8797034502029417,0.5944689214229584,0.2,0.6408365964889526,1015.1362203598022
88,2883584,221.69669914245605,4178,690,0.104876708984375,275.9113464355469,0.010714721,0.001,870,-0.010545382340205833,-3.853221096098423,0.6589195728302002,0.2,0.6359748840332031,861.6544345855713
89,2916352,248.02047991752625,4222,690,0.1120086669921875,312.7713623046875,0.010921396,0.001,880,-0.009195756231201812,-3.816903018951416,0.5591727197170258,0.2,0.6290772557258606,903.3016435623169
90,2949120,227.44651126861572,4264,691,0.115374755859375,246.35179138183594,0.012744281,0.001,890,-0.010107107099611313,-3.7835157990455626,0.6624938249588013,0.2,0.6260296106338501,804.7141365051269
91,2981888,326.40452766418457,4309,691,0.123681640625,252.3130340576172,0.012063224,0.001,900,-0.011118048788921442,-3.7557377725839616,0.6537551581859589,0.2,0.620931088924408,876.461524772644
92,3014656,302.53268480300903,4355,692,0.1168243408203125,250.9324188232422,0.01131532,0.001,910,-0.010724828125967178,-3.72511667907238,0.6125052273273468,0.2,0.6165449619293213,1002.508646774292
93,3047424,270.1389226913452,4399,692,0.1288299560546875,276.4966735839844,0.011419856,0.001,920,-0.008542175422189758,-3.7038274303078653,0.6072240471839905,0.2,0.6137259602546692,934.0630765914917
94,3080192,203.23430693149567,4442,693,0.12373046875,235.3738555908203,0.013296896,0.001,930,-0.010822892273426987,-3.68007058352232,0.6555654108524323,0.2,0.6097172498703003,889.198222732544
95,3112960,257.33893752098083,4486,693,0.1236328125,242.0474853515625,0.014026346,0.001,940,-0.009854765358613803,-3.6552359372377397,0.6858399212360382,0.2,0.6068310737609863,879.8505975723267
96,3145728,256.4286003112793,4531,694,0.1302459716796875,307.2821960449219,0.012447495,0.001,950,-0.009460517384286504,-3.6405465856194494,0.5986506044864655,0.2,0.6037423610687256,1032.46409740448
97,3178496,227.6574010848999,4575,694,0.1297210693359375,224.3717498779297,0.011428479,0.001,960,-0.010746809608826879,-3.6225823760032654,0.5855571925640106,0.2,0.6012347340583801,807.2422706604004
98,3211264,277.7039670944214,4620,695,0.1279693603515625,292.3042907714844,0.011952958,0.001,970,-0.01080614589736797,-3.61468425989151,0.6145806014537811,0.2,0.6008361577987671,998.9751359939576
99,3244032,208.9025321006775,4664,695,0.129791259765625,291.6439208984375,0.013641078,0.001,980,-0.00939278326841304,-3.5910783261060715,0.6156375408172607,0.2,0.5958378314971924,956.7555324554444
100,3276800,277.1066188812256,4709,695,0.1456146240234375,298.845947265625,0.014900677,0.001,990,-0.009770882717566565,-3.5723995178937913,0.6375435590744019,0.2,0.594514012336731,893.5565494537353
101,3309568,334.56195878982544,4753,696,0.13564453125,303.52001953125,0.016072275,0.001,1000,-0.008512429401162081,-3.56639444231987,0.6012361645698547,0.2,0.5933066606521606,934.5764244079589
102,3342336,313.0893874168396,4800,696,0.1422943115234375,307.058837890625,0.012272171,0.001,1010,-0.010656678456871304,-3.545113727450371,0.6349364519119263,0.2,0.5901693105697632,997.4324535369873
103,3375104,239.09184741973877,4847,696,0.1363494873046875,315.17071533203125,0.013922128,0.001,1020,-0.010673787484120113,-3.523933361470699,0.6229774653911591,0.2,0.5866613388061523,947.1562850952148
104,3407872,408.0133466720581,4891,696,0.128607177734375,258.33404541015625,0.0117299175,0.001,1030,-0.009614775884256233,-3.5032086431980134,0.6086741983890533,0.2,0.5833332538604736,926.1921482086182
105,3440640,326.53286838531494,4940,696,0.1359954833984375,319.4037780761719,0.014419766,0.001,1040,-0.010000546563242096,-3.4787192210555076,0.6142813861370087,0.2,0.5800180435180664,878.7083513259888
106,3473408,232.33644652366638,4989,696,0.1342132568359375,320.88140869140625,0.012819126,0.001,1050,-0.009715569039690309,-3.4591304421424867,0.5947985649108887,0.2,0.5772548913955688,942.6633955001831
107,3506176,331.46100890636444,5036,696,0.1417205810546875,345.35638427734375,0.014455837,0.001,1060,-0.00893937596847536,-3.4355744123458862,0.6037510931491852,0.2,0.5746076703071594,923.468996810913
108,3538944,279.2214722633362,5087,695,0.1381561279296875,263.474853515625,0.012701277,0.001,1070,-0.008852362789184554,-3.427527183294296,0.5886642932891846,0.2,0.574262797832489,834.0616447448731
109,3571712,269.36397647857666,5137,695,0.1348663330078125,307.3641052246094,0.011296602,0.001,1080,-0.009651500919426325,-3.428801864385605,0.5990180373191833,0.2,0.5747413635253906,1038.1751010894775
110,3604480,288.9502487182617,5186,694,0.1405029296875,322.885009765625,0.01675668,0.001,1090,-0.009761302024708129,-3.428175947070122,0.5626381933689117,0.2,0.574276328086853,1141.1448398590087
111,3637248,356.5343379974365,5237,694,0.1437042236328125,414.1726379394531,0.015635088,0.001,1100,-0.010036205004143994,-3.4236642509698867,0.6041409969329834,0.2,0.5729931592941284,979.8119596481323
112,3670016,312.4382610321045,5288,693,0.11708984375,410.1094055175781,0.011462754,0.001,1110,-0.010508701979415492,-3.4156570583581924,0.663475513458252,0.2,0.5723209381103516,1183.265500640869
113,3702784,292.3019347190857,5342,693,0.1359649658203125,365.2755126953125,0.013063021,0.001,1120,-0.010770137379586231,-3.39305130392313,0.6184564828872681,0.2,0.5681298971176147,1009.2909112930298
114,3735552,275.5261743962765,5394,692,0.14921875,294.4267883300781,0.01317178,0.001,1130,-0.009744016760669183,-3.357170133292675,0.636214941740036,0.2,0.5628267526626587,955.4712867736816
115,3768320,276.6991709470749,5447,691,0.1531158447265625,356.52508544921875,0.014735533,0.001,1140,-0.010142487172561231,-3.326216498017311,0.6199803352355957,0.2,0.5587055683135986,1047.1761825561523
116,3801088,345.3637809753418,5499,691,0.163116455078125,327.3143310546875,0.014997948,0.001,1150,-0.011237988111679443,-3.3100953593850138,0.6422266662120819,0.2,0.5583667159080505,1009.3954055786132
117,3833856,375.4062399864197,5553,690,0.1729461669921875,360.0877990722656,0.018780034,0.001,1160,-0.00928931106464006,-3.311549596488476,0.554855078458786,0.2,0.5585152506828308,993.0564619064331
118,3866624,424.4984745979309,5608,689,0.163043212890625,300.33172607421875,0.019520858,0.001,1170,-0.009285316280147527,-3.30389846265316,0.635396271944046,0.2,0.5568853616714478,851.7743656158448
119,3899392,334.6911120414734,5661,688,0.1608154296875,256.1839294433594,0.014959903,0.001,1180,-0.009279594323015773,-3.275658571720123,0.5922951996326447,0.2,0.5516071319580078,966.4347797393799
120,3932160,388.05962085723877,5715,687,0.1349456787109375,366.3482666015625,0.013214098,0.001,1190,-0.009788651939015836,-3.2596018597483636,0.560395747423172,0.2,0.5518243908882141,1123.3150333404542
121,3964928,392.2116823196411,5771,686,0.1642608642578125,330.71014404296875,0.015313895,0.001,1200,-0.008651751780416817,-3.247072748839855,0.5998797416687012,0.2,0.5493985414505005,935.9388874053955
122,3997696,381.66935634613037,5828,685,0.154742431640625,328.92059326171875,0.017584708,0.001,1210,-0.009964531210425776,-3.2188708543777467,0.5672516226768494,0.2,0.5449945330619812,1130.3440883636474
123,4030464,307.58283376693726,5884,684,0.1472808837890625,335.73480224609375,0.016021317,0.001,1220,-0.009975669773120898,-3.198781406879425,0.6561248898506165,0.2,0.5431441068649292,977.4154617309571
124,4063232,366.4949851036072,5938,684,0.17132568359375,398.02215576171875,0.0179242,0.001,1230,-0.009447133951471186,-3.1847429782152177,0.5819092690944672,0.2,0.5409382581710815,1034.0668788909911
125,4096000,368.0379786491394,5994,683,0.1582000732421875,366.8564758300781,0.01917819,0.001,1240,-0.010307432386616711,-3.1713391080498696,0.6305564939975739,0.2,0.5399632453918457,1037.1840579986572
126,4128768,339.14335441589355,6049,682,0.1536224365234375,340.5426940917969,0.014405167,0.001,1250,-0.008630714607716073,-3.1577483251690865,0.598044216632843,0.2,0.5370687246322632,1063.943793106079
127,4161536,307.5373520851135,6102,681,0.1400115966796875,276.9452209472656,0.0137779405,0.001,1260,-0.009614018934371416,-3.1529543459415437,0.6543413996696472,0.2,0.5376023054122925,1104.0745937347413
128,4194304,407.3303060531616,6159,680,0.164349365234375,331.7397155761719,0.015876507,0.001,1270,-0.008824251221085433,-3.1524560511112214,0.6159842014312744,0.2,0.5365009903907776,962.7894943237304
129,4227072,362.7342429161072,6213,680,0.148468017578125,321.1073913574219,0.013890233,0.001,1280,-0.010488047612307127,-3.1452071353793145,0.6632846593856812,0.2,0.5355978012084961,1018.6085639953614
130,4259840,308.63442277908325,6268,679,0.184490966796875,309.4682312011719,0.016261123,0.001,1290,-0.008627915986289736,-3.130042865872383,0.6510069966316223,0.2,0.5334212779998779,985.6050523757934
131,4292608,288.17747163772583,6325,678,0.161541748046875,309.8793029785156,0.015566016,0.001,1300,-0.009954118409223157,-3.1087791115045547,0.5217405259609222,0.2,0.5299941301345825,1118.612078857422
132,4325376,443.6349983215332,6382,677,0.1578826904296875,320.25872802734375,0.018411672,0.001,1310,-0.011081188058597036,-3.090711143612862,0.6243548095226288,0.2,0.5273979902267456,1039.8196868896484
133,4358144,333.1030788421631,6438,676,0.1849884033203125,280.0520935058594,0.0202364,0.001,1320,-0.009040632983669639,-3.0686326012015344,0.6273097693920135,0.2,0.5254276990890503,1005.2922145843506
134,4390912,308.8528392314911,6496,675,0.1713836669921875,296.52642822265625,0.016558355,0.001,1330,-0.009889889715122991,-3.062112903594971,0.6179646551609039,0.2,0.5239343643188477,1067.7950267791748
135,4423680,330.6824231147766,6554,674,0.1901123046875,316.85113525390625,0.020073988,0.001,1340,-0.00852215939812595,-3.0350839123129845,0.6170006692409515,0.2,0.5201390981674194,977.2348560333252
136,4456448,302.1889500617981,6612,673,0.1706085205078125,334.8063049316406,0.016325353,0.001,1350,-0.008753130338300252,-3.002701760828495,0.5871321558952332,0.2,0.5159891843795776,1180.088942718506
137,4489216,357.1622314453125,6669,673,0.1878326416015625,347.3252868652344,0.016222559,0.001,1360,-0.008813443257531616,-2.975321014225483,0.5752418041229248,0.2,0.5120841860771179,909.5682237625122
138,4521984,410.1145453453064,6730,671,0.1762969970703125,278.0948486328125,0.017007375,0.001,1370,-0.009509294931194744,-2.953098402917385,0.5186197459697723,0.2,0.5100460052490234,1000.9246940612793
139,4554752,252.35369396209717,6789,670,0.17725830078125,331.5791320800781,0.017108656,0.001,1380,-0.009020353760570287,-2.9421880558133124,0.5365947782993317,0.2,0.5093696117401123,1107.3801067352294
140,4587520,485.9285635948181,6848,669,0.167327880859375,344.13037109375,0.018818803,0.001,1390,-0.008995790117478464,-2.936681954562664,0.6248599290847778,0.2,0.5090991854667664,999.2945663452149
141,4620288,377.24760484695435,6910,668,0.189764404296875,372.61065673828125,0.01670169,0.001,1400,-0.008942387274873908,-2.9240247681736946,0.5680973827838898,0.2,0.5062247514724731,1096.221978378296
142,4653056,341.3974038362503,6967,667,0.17452392578125,322.9131774902344,0.017002251,0.001,1410,-0.009786939546756912,-2.900363449752331,0.5891191959381104,0.2,0.5028499960899353,1048.0512287139893
