time/time_elapsed,time/iterations,time/fps,rew_vec_envs,time/total_timesteps,train/std,train/learning_rate,train/policy_gradient_loss,train/explained_variance,train/n_updates,train/clip_range,train/value_loss,train/clip_fraction,train/loss,train/approx_kl,train/entropy_loss
58,1,561,1861.3263969421387,1081344,,,,,,,,,,,
111,2,590,2047.411455154419,1114112,0.7676178216934204,0.001,-0.007802462151448708,0.8897009491920471,330,0.2,2850.7324834823607,0.0889556884765625,861.3553466796875,0.00946848,-4.581067819148302
165,3,593,1820.9384536743164,1146880,0.760112464427948,0.001,-0.00847106153050845,0.8934238702058792,340,0.2,2618.166519832611,0.085174560546875,527.2774658203125,0.008753749,-4.530852390080691
222,4,588,2297.2992553710938,1179648,0.757107675075531,0.001,-0.008143869599007304,0.9043408259749413,350,0.2,2763.121716308594,0.085498046875,506.090087890625,0.008586875,-4.504919576644897
278,5,589,1870.0897827148438,1212416,0.74948650598526,0.001,-0.007627201618015533,0.8765102028846741,360,0.2,3331.3531334877016,0.0885986328125,1007.379150390625,0.01015487,-4.469136922061443
336,6,585,2228.3451766967773,1245184,0.7422690391540527,0.001,-0.008442712547366681,0.8899576961994171,370,0.2,3183.813042259216,0.087603759765625,540.7460327148438,0.010270503,-4.4254734419286255
392,7,584,2142.611354827881,1277952,0.7363308668136597,0.001,-0.007766267647821223,0.8976478055119514,380,0.2,2891.166391658783,0.0841949462890625,971.8474731445312,0.008618279,-4.38545962125063
450,8,582,2346.1047496795654,1310720,0.7300999164581299,0.001,-0.00849570393547765,0.9241101518273354,390,0.2,2012.9643102645873,0.1050567626953125,429.53875732421875,0.0093052685,-4.346100191771984
506,9,582,2456.8834266662598,1343488,0.7225600481033325,0.001,-0.007934898526582402,0.9071775525808334,400,0.2,3597.1456718444824,0.094873046875,473.5878601074219,0.010314718,-4.30336330384016
561,10,583,2576.2434272766113,1376256,0.7171811461448669,0.001,-0.008089021490741288,0.8989636301994324,410,0.2,3346.8803366661073,0.0928497314453125,578.5841674804688,0.009294655,-4.265299875289202
615,11,585,2514.248115539551,1409024,0.7102001905441284,0.001,-0.00828566122581833,0.886452741920948,420,0.2,3389.5908544540407,0.09669189453125,618.2431030273438,0.010254335,-4.224288759380579
670,12,586,2583.860118865967,1441792,0.7047160863876343,0.001,-0.0077349429961032,0.88709407299757,430,0.2,3565.2281821250917,0.0889892578125,619.9393920898438,0.009402437,-4.188500399887562
727,13,585,2492.6323890686035,1474560,0.6996062994003296,0.001,-0.00795769446194754,0.9024860113859177,440,0.2,3274.121668624878,0.0982513427734375,836.6832275390625,0.009595542,-4.151162587851286
783,14,585,2398.459852218628,1507328,0.690420389175415,0.001,-0.007776698173984187,0.8965438902378082,450,0.2,4160.51968536377,0.0850677490234375,647.1596069335938,0.0095904,-4.099874798953533
840,15,585,2204.6753692626953,1540096,0.6875462532043457,0.001,-0.006466647950946936,0.8671300709247589,460,0.2,4233.473344802856,0.0802032470703125,764.8886108398438,0.009326522,-4.069958766549826
896,16,584,2425.02725982666,1572864,0.6806052923202515,0.001,-0.007408056547865272,0.8649338781833649,470,0.2,5118.108409309387,0.085992431640625,1543.5357666015625,0.008740411,-4.033549187332392
953,17,583,2900.034797668457,1605632,0.6716230511665344,0.001,-0.007431792061106534,0.851860761642456,480,0.2,4860.724655532837,0.079229736328125,1656.9822998046875,0.009381168,-3.9843068826943635
1011,18,583,3122.3057022094727,1638400,0.6705355644226074,0.001,-0.006119025161387981,0.823947012424469,490,0.2,6194.094277191162,0.0693695068359375,1210.711181640625,0.007481374,-3.9542566489428284
1068,19,582,2881.912712097168,1671168,0.6647143363952637,0.001,-0.00671347836687346,0.8351110070943832,500,0.2,6339.9802110672,0.07529296875,1769.707763671875,0.008349547,-3.9240392103791235
1125,20,582,2771.8264122009277,1703936,0.6615908741950989,0.001,-0.0072944491707858106,0.834331601858139,510,0.2,6258.443729782104,0.078912353515625,1538.0986328125,0.009281766,-3.8936525329947473
1182,21,581,3614.582061767578,1736704,0.6563494205474854,0.001,-0.007103731122697354,0.8631108552217484,520,0.2,5760.288954162597,0.085516357421875,893.0001220703125,0.009371579,-3.8606656551361085
1240,22,581,2717.476818084717,1769472,0.6530921459197998,0.001,-0.006713469798705773,0.8442947119474411,530,0.2,5850.922192764282,0.07696533203125,815.46337890625,0.008493941,-3.833200029283762
1298,23,580,3146.0417098999023,1802240,0.6474752426147461,0.001,-0.006867355484428117,0.8236518055200577,540,0.2,6154.5592227935795,0.0877838134765625,838.1464233398438,0.009639779,-3.803032472729683
1356,24,579,3043.456985473633,1835008,0.6450117826461792,0.001,-0.0067031128404778425,0.8287333697080612,550,0.2,7299.627958679199,0.0703857421875,2026.4019775390625,0.00816391,-3.77724640481174
1413,25,579,3251.97029876709,1867776,0.6389046907424927,0.001,-0.006267991728964262,0.8073416650295258,560,0.2,6933.6927116394045,0.0693756103515625,1325.23828125,0.008337809,-3.7426815796643496
1470,26,579,2895.2876052856445,1900544,0.6345329284667969,0.001,-0.006161928576329956,0.7890750169754028,570,0.2,8224.017583465577,0.0625274658203125,1569.7652587890625,0.00743577,-3.705236464738846
1527,27,579,3686.193878173828,1933312,0.6277691721916199,0.001,-0.0066156464326923015,0.7937389761209488,580,0.2,8228.06859664917,0.068780517578125,1884.0960693359375,0.00783271,-3.6628008663654326
1587,28,577,3780.508460998535,1966080,0.6213603019714355,0.001,-0.006678683030622778,0.7876147627830505,590,0.2,8320.828663635253,0.0774993896484375,1426.157470703125,0.008681385,-3.617051276564598
1646,29,577,3652.5850524902344,1998848,0.6156657934188843,0.001,-0.0048042963131592845,0.7819434553384781,600,0.2,7803.683958435058,0.0628143310546875,2478.33447265625,0.007497298,-3.5749951023608446
1705,30,576,3670.1366653442383,2031616,0.611362636089325,0.001,-0.006333256861034897,0.7867490202188492,610,0.2,8026.396244812012,0.078692626953125,1582.78564453125,0.008617956,-3.5381905660033226
1763,31,575,3382.5771675109863,2064384,0.6070834994316101,0.001,-0.005549542025619303,0.8063290566205978,620,0.2,7226.2234733581545,0.070721435546875,2016.1258544921875,0.008174114,-3.5053681544959545
1822,32,575,3494.8688583374023,2097152,0.6017449498176575,0.001,-0.005805226591837709,0.7768315076828003,630,0.2,8388.09140739441,0.067401123046875,1694.569580078125,0.0084888,-3.471723933517933
