step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[-1.38261434  1.04882001  0.05881884],[ 0.37109911 -0.19728812 -3.11058311],[-0.19937364 -0.35859235 -0.20888355],[-9.73856837  1.41866381  6.73789713],[0.24000011 0.13130453 0.26347835 0.2102523 ],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.37109911 -0.19728812 -3.11058311],[-0.16537105 -0.23902602  0.3570569 ],[-9.87073074  3.66746013 -4.10447388],11.301694342329121,0.8539597288632608
0,0,[-1.56983836  0.4949338   0.23092772],[ 0.35768321 -0.19308483 -3.10720817],[-0.21474368 -0.38407017 -0.26520447],[-9.73750854  1.42091096  6.73455513],[0.15889492 0.07957357 0.19964702 0.14744551],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.35768321 -0.19308483 -3.10720817],[-0.17269724 -0.24620562  0.41655325],[-9.84209734  3.73872835 -4.10548689],11.300442128849564,0.848623141876369
0,0,[-1.70743173  0.22680169  0.34899568],[ 0.34308564 -0.19186401 -3.10380854],[-0.23080336 -0.40696504 -0.33498032],[-9.7364284   1.42320163  6.7306413 ],[0.09292535 0.0623004  0.13273378 0.09599126],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.34308564 -0.19186401 -3.10380854],[-0.17762052 -0.24836487  0.48771753],[-9.8205661   3.82580972 -4.07264118],11.298970957474792,0.8424584890033399
0,0,[-1.84014643  0.13977367  0.40228023],[ 0.32735237 -0.19173092 -3.10023779],[-0.24728591 -0.42703956 -0.4119674 ],[-9.73533927  1.42551118  6.72609553],[0.06259043 0.07318811 0.09951589 0.07756039],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.32735237 -0.19173092 -3.10023779],[-0.18137482 -0.24808013  0.56461462],[-9.80070995  3.92232468 -4.023615  ],11.297257370997905,0.8357170129476004
1,0,[-1.86568962  0.06224398  0.44920826],[ 0.31090092 -0.19211278 -3.09649988],[-0.26410631 -0.44428063 -0.48918396],[-9.73424289  1.42783527  6.72090842],[0.06595623 0.15105765 0.21156814 0.06050296],[ 2.16227412 -2.13933372  0.42408067 -2.14889336],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.31090092 -0.19211278 -3.09649988],[-0.18524117 -0.24773985  0.64089706],[-9.78107728  4.02416093 -3.9648978 ],11.2952980746032,0.8288355171429286
1,0,[-1.70363984 -0.11901107  0.5373796 ],[ 0.29584301 -0.19401237 -3.09250402],[-0.28208392 -0.45969026 -0.56210816],[-9.73313262  1.43018606  6.71511718],[0.07621373 0.08186787 0.1511247  0.07930014],[ 2.16227412 -2.13933372  0.42408067 -2.14889336],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.29584301 -0.19401237 -3.09250402],[-0.19021844 -0.24803938  0.71354429],[-9.7637249   4.12627159 -3.89587473],11.293107681825367,0.8220992909460878
1,0,[-1.75224662 -0.22974825  0.59418284],[ 0.28055218 -0.19705803 -3.08825552],[-0.30127893 -0.47245114 -0.63960702],[-9.73201319  1.43255356  6.70869515],[0.05548811 0.06855478 0.11225125 0.06643263],[ 2.16227412 -2.13933372  0.42408067 -2.14889336],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.28055218 -0.19705803 -3.08825552],[-0.19450231 -0.24655464  0.79022521],[-9.74763141  4.23339178 -3.81332573],11.290676560954987,0.8149661114245998
1,0,[-1.85154646 -0.27427229  0.61772342],[ 0.26446969 -0.20058216 -3.08384181],[-0.32138613 -0.48215106 -0.71937967],[-9.73088777  1.43493135  6.70162441],[0.05225064 0.08804084 0.09964416 0.07621913],[ 2.16227412 -2.13933372  0.42408067 -2.14889336],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.26446969 -0.20058216 -3.08384181],[-0.19835963 -0.24427301  0.86847565],[-9.73146119  4.34454148 -3.72055605],11.287998713009983,0.8076276124405638
2,0,[-1.96276654 -0.285449    0.62428248],[ 0.24742536 -0.20415875 -3.07931225],[-0.34211858 -0.48850729 -0.79984205],[-9.72975633  1.43731876  6.69390451],[0.05341545 0.08911909 0.10701261 0.05742227],[ 2.64432216 -1.66878939  0.65890241 -2.16948318],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.24742536 -0.20415875 -3.07931225],[-0.20197448 -0.24178295  0.94666738],[-9.71436026  4.45839303 -3.62033811],11.285074730306109,0.800228670957841
2,0,[-2.06582746 -0.29265004  0.62541974],[ 0.22948283 -0.20780406 -3.07473481],[-0.3634832  -0.49135187 -0.88034231],[-9.7286183   1.43971589  6.68553788],[0.05144522 0.12978286 0.10622926 0.08790786],[ 2.64432216 -1.66878939  0.65890241 -2.16948318],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[ 0.22948283 -0.20780406 -3.07473481],[-0.20536385 -0.23924709  1.0242733 ],[-9.69669235  4.57378506 -3.51227226],11.281906254313899,0.7928296085580909
