step_count,agent_id,ang_vel,ang_pos,lin_vel,lin_pos,agent_aux_state,past_actions,ally_ang_vel,ally_delta_ang_pos,ally_delta_lin_vel,ally_delta_lin_pos,target_ang_vel,target_delta_ang_pos,target_delta_lin_vel,target_delta_lin_pos,target_distance,hit_probability
0,0,[ 0.61483119 -0.40604329  0.25796341],[-0.12858285  0.00926769  0.57722274],[0.04206083 0.17013153 0.24205222],[ 1.12999251 -0.22356367  6.65518954],[0.38236531 0.26357226 0.31836971 0.3957817 ],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.12858285  0.00926769  0.57722274],[-0.12583803 -0.0874381  -0.25655895],[-0.49471564  1.34368122 -0.5230967 ],1.524418885674974,0.8701163714512573
0,0,[-0.31890554 -0.58596958  0.37262154],[-0.1297534   0.00518516  0.5808321 ],[0.04439929 0.18031489 0.21521311],[ 1.12936836 -0.22192477  6.65686884],[0.2304454  0.12322495 0.14291779 0.20636656],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.1297534   0.00518516  0.5808321 ],[-0.13494269 -0.09738199 -0.23045315],[-0.49333075  1.34433206 -0.52114732],1.5238761222065105,0.8715744065379936
0,0,[-0.66903381 -0.69723611  0.33525601],[-1.34901626e-01 -3.68582801e-05  5.84439720e-01],[0.0462416  0.18997165 0.15038335],[ 1.12873272 -0.22026575  6.65804582],[0.12423841 0.10012847 0.08298791 0.10486357],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-1.34901626e-01 -3.68582801e-05  5.84439720e-01],[-0.1433855  -0.11149496 -0.1668896 ],[-0.49274711  1.34685738 -0.51281712],1.5230909076877663,0.8753336938996212
0,0,[-0.72583243 -0.70248408  0.26958973],[-0.14092585 -0.00555687  0.58766313],[0.04734459 0.20021716 0.10411453],[ 1.12808418 -0.21858694  6.65871718],[0.43887072 0.45464008 0.41572624 0.40881584],[0. 0. 0. 0.],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.14092585 -0.00555687  0.58766313],[-0.15098216 -0.1244818  -0.12197101],[-0.49285708  1.34946258 -0.50270029],1.5220594355415176,0.8769417569358299
1,0,[-0.59234987 -0.70201137  0.08933391],[-0.14615358 -0.01113919  0.58937052],[0.0478398  0.21093966 0.10431509],[ 1.12738095 -0.2168292   6.65939992],[0.18008553 0.19508536 0.19521331 0.16872602],[-1.38015556  0.97542709  0.17028579 -0.40902019],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.14615358 -0.01113919  0.58937052],[-0.15816925 -0.13223886 -0.12313081],[-0.49492467  1.35076407 -0.4937496 ],1.5209545262723987,0.8759862903808618
1,0,[-0.52189592 -0.77022991  0.10140577],[-0.15060847 -0.01722093  0.59104203],[0.04737408 0.22260102 0.04052996],[ 1.12665991 -0.21504759  6.65960862],[0.09505882 0.09393655 0.12767079 0.11336666],[-1.38015556  0.97542709  0.17028579 -0.40902019],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.15060847 -0.01722093  0.59104203],[-0.16405047 -0.15098935 -0.06105615],[-0.49736637  1.35147612 -0.48513468],1.5196107019827627,0.8768832970521605
1,0,[-0.50405681 -0.78754477  0.21660559],[-0.15491232 -0.02354635  0.59347119],[ 0.04624993  0.23482429 -0.00866814],[ 1.12592272 -0.21324668  6.65930238],[0.39544585 0.39410646 0.43481615 0.42585286],[-1.38015556  0.97542709  0.17028579 -0.40902019],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.15491232 -0.02354635  0.59347119],[-0.1694139  -0.16873745 -0.01353683],[-0.49899211  1.35230574 -0.47606411],1.5180121765799712,0.8760507532904683
1,0,[-0.44984209 -0.82607298  0.4804643 ],[-0.15892201 -0.02987274  0.59801024],[0.0454202  0.24712402 0.00969492],[ 1.12510962 -0.21136037  6.65904936],[0.35072418 0.36054816 0.38297852 0.38860606],[-1.38015556  0.97542709  0.17028579 -0.40902019],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.15892201 -0.02987274  0.59801024],[-0.17687922 -0.17571599 -0.03263278],[-0.49792642  1.35384722 -0.46738983],1.5163397633791618,0.8748549670491613
2,0,[-0.42676444 -0.8040117   0.59325767],[-0.16274558 -0.03568657  0.60393385],[ 0.04433452  0.2597866  -0.00863657],[ 1.12422847 -0.20940247  6.65873232],[0.18381528 0.18895514 0.17163416 0.16987206],[-1.76682341  0.81547046  0.31615043 -0.5336132 ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.16274558 -0.03568657  0.60393385],[-0.18359566 -0.18862497 -0.01557155],[-0.49473768  1.35582859 -0.45916692],1.5145529996399836,0.8736316060955023
2,0,[-0.40647425 -0.77808662  0.50585944],[-0.16640527 -0.04152037  0.60940734],[ 0.04217489  0.27306224 -0.07191302],[ 1.12332514 -0.20742295  6.65792213],[0.13495983 0.16514686 0.08964069 0.12306414],[-1.76682341  0.81547046  0.31615043 -0.5336132 ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.16640527 -0.04152037  0.60940734],[-0.18772917 -0.21022164  0.04558301],[-0.49209559  1.35734069 -0.4507445 ],1.512515262853545,0.8714494853038439
2,0,[-0.42506824 -0.577062    0.29993088],[-0.17003009 -0.04637384  0.61338764],[ 0.03907506  0.28683607 -0.11092364],[ 1.12239388 -0.20541872  6.65664785],[0.47151453 0.49823875 0.41927478 0.48276808],[-1.76682341  0.81547046  0.31615043 -0.5336132 ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.17003009 -0.04637384  0.61338764],[-0.19171236 -0.2292908   0.08232828],[-0.49064209  1.35804753 -0.44247456],1.510233916444437,0.8689990573456514
2,0,[-0.70267999 -0.12772744  0.01617569],[-0.17533842 -0.04779234  0.61432893],[ 0.03552279  0.30091236 -0.07790873],[ 1.12134434 -0.20331405  6.65557585],[0.3375473  0.33551112 0.28148088 0.32115831],[-1.76682341  0.81547046  0.31615043 -0.5336132 ],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.17533842 -0.04779234  0.61432893],[-0.19852358 -0.23722416  0.04682922],[-0.4907018   1.35821176 -0.43388855],1.5079080566393286,0.8687142384767149
3,0,[-0.58272727  0.17453643 -0.12205269],[-0.18112589 -0.04737845  0.61335198],[ 0.03140577  0.31568599 -0.1029769 ],[ 1.12022133 -0.20114856  6.65435217],[0.1416652  0.30565401 0.26034303 0.21803049],[-1.79945517  0.83643663  0.20629063 -0.55955827],[False False False],[False False False],[False False False],[False False False],[0. 0. 0.],[-0.18112589 -0.04737845  0.61335198],[-0.20228398 -0.25643761  0.06759549],[-0.49192773  1.35768443 -0.42546164],1.5054293458163375,0.866646108708657
