time/fps,time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,train/approx_kl,train/entropy_loss,train/clip_fraction,train/n_updates,train/std,train/loss,train/policy_gradient_loss,train/clip_range,train/learning_rate,train/value_loss,train/explained_variance
551,1409024,72.47122287750244,2556,86,0.006164007,-5.160160883516073,0.06146240234375,850,0.8789551258087158,51.26089859008789,-0.0021921861531154717,0.2,0.0001,243.21477900147437,0.7159343063831329
551,1425408,48.54256844520569,2586,87,0.006753509,-5.1465381443500515,0.05916748046875,860,0.8758983016014099,80.55008697509766,-0.0021617137452267345,0.2,0.0001,225.66035242080687,0.6865199208259583
550,1441792,232.74812173843384,2617,88,0.0070709237,-5.135522542893886,0.06287841796875,870,0.8740203976631165,140.93582153320312,-0.002886062180368754,0.2,0.0001,302.1511496901512,0.5477238297462463
550,1458176,53.701409339904785,2647,89,0.007910926,-5.129574319720268,0.05291748046875,880,0.8729061484336853,106.26029205322266,-0.0020200822629703906,0.2,0.0001,341.5810240983963,0.6175588369369507
550,1474560,122.81494808197021,2678,90,0.005561294,-5.1227824606001375,0.08740234375,890,0.8718011379241943,21.410297393798828,-0.0005920309688917768,0.2,0.0001,120.78426934480667,0.698011189699173
550,1490944,85.5532112121582,2708,91,0.005330171,-5.108042382448912,0.06026611328125,900,0.8673945069313049,28.687767028808594,-0.0012193708465929377,0.2,0.0001,146.96898750066757,0.7114276587963104
550,1507328,130.39160442352295,2739,92,0.0063123917,-5.089369316399098,0.061578369140625,910,0.8632999658584595,201.62060546875,-0.0018548515150541788,0.2,0.0001,252.76294660568237,0.6321815252304077
549,1523712,168.44061613082886,2771,93,0.005810864,-5.079570408910513,0.062591552734375,920,0.8635073304176331,237.28692626953125,-0.003597504553727049,0.2,0.0001,391.83561328649523,0.6718520224094391
549,1540096,196.03218126296997,2802,94,0.0056174407,-5.078122220933437,0.047930908203125,930,0.8631605505943298,170.35325622558594,-0.002652770334680099,0.2,0.0001,333.07583067417147,0.6696496307849884
549,1556480,194.2450189590454,2833,95,0.0063599492,-5.074437168240547,0.052764892578125,940,0.8614788055419922,105.43492126464844,-0.0017819544455051073,0.2,0.0001,259.39518319368364,0.6644849181175232
549,1572864,96.21819400787354,2863,96,0.0049050776,-5.065714567154646,0.044036865234375,950,0.8600536584854126,99.45242309570312,-0.0018674878181627718,0.2,0.0001,310.95889897346495,0.709810882806778
549,1589248,151.77961254119873,2894,97,0.0066399844,-5.054354297369718,0.064837646484375,960,0.856667160987854,88.252685546875,-0.0033856948052743974,0.2,0.0001,360.13844887018206,0.6615036129951477
548,1605632,54.89540958404541,2925,98,0.0058600856,-5.0467214465141295,0.046844482421875,970,0.8568670749664307,143.69505310058594,-0.002279648045987415,0.2,0.0001,307.47306419610976,0.7577401101589203
548,1622016,240.5484161376953,2956,99,0.0050643953,-5.04164615496993,0.044171142578125,980,0.8542104363441467,103.02713012695312,-0.001468635647688643,0.2,0.0001,282.37421149015427,0.7180453836917877
547,1638400,89.42969942092896,2992,100,0.0037346517,-5.032475391775369,0.030291748046875,990,0.8528456687927246,125.61534881591797,-0.0010830908467141854,0.2,0.0001,403.98689011335375,0.6522708833217621
546,1654784,170.90627908706665,3026,101,0.006096083,-5.023091334104538,0.049700927734375,1000,0.8507775068283081,154.8262939453125,-0.002221140855908743,0.2,0.0001,302.0715911149979,0.7297299206256866
546,1671168,46.88318395614624,3060,102,0.005146108,-5.015628035366535,0.036578369140625,1010,0.8492955565452576,271.72894287109375,-0.0020359290814667475,0.2,0.0001,652.7840386152268,0.6397792100906372
545,1687552,301.45942401885986,3094,103,0.0056347204,-5.00886830240488,0.05911865234375,1020,0.8483481407165527,249.5666961669922,-0.002601426010733121,0.2,0.0001,369.6994315862656,0.7135184109210968
