time/total_timesteps,rew_vec_envs,time/time_elapsed,time/iterations,time/fps,train/policy_gradient_loss,train/approx_kl,train/loss,train/clip_fraction,train/explained_variance,train/std,train/entropy_loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss
8454144,3.373147,64,1,1016,,,,,,,,,,,
8519680,2.9134378,116,2,1125,-0.00035876944530173206,0.0007487405,1803.5478515625,1.8310546875e-05,0.8294176608324051,0.9464777708053589,-5.45554479137063,2250,0.2,0.0001,8317.196482849122
8585216,2.725164,165,3,1187,-0.00023938678023114335,0.00029974827,2428.144287109375,0.0,0.7930525541305542,0.9465081691741943,-5.455272188782692,2260,0.2,0.0001,9179.549702072143
8650752,2.551157,213,4,1225,-0.0002737710157816764,0.00038429094,1898.0220947265625,0.0,0.7889704257249832,0.9464035034179688,-5.455183267593384,2270,0.2,0.0001,8496.326162338257
8716288,4.912135,264,5,1238,-0.0001938092447744566,0.0003421493,3557.97021484375,0.0,0.8182208091020584,0.9466644525527954,-5.455360343307257,2280,0.2,0.0001,6713.820238113403
8781824,3.482108,316,6,1242,-0.0002627216661494458,0.000488481,4755.9326171875,1.52587890625e-06,0.8059054315090179,0.9466027617454529,-5.455893217772245,2290,0.2,0.0001,9847.04098854065
8847360,2.4673097,365,7,1253,-0.000172645557904616,0.00023118434,2402.02734375,0.0,0.786119282245636,0.946487307548523,-5.45552309975028,2300,0.2,0.0001,8730.77910232544
8912896,2.4057307,416,8,1258,-0.00023524232419731562,0.00028312125,2892.656494140625,0.0,0.7945283502340317,0.9463884830474854,-5.455109480768442,2310,0.2,0.0001,9418.507888412476
8978432,3.8481336,466,9,1263,-0.00022011073815519921,0.00034764287,2938.1123046875,0.0,0.786112368106842,0.9463355541229248,-5.4547313183546065,2320,0.2,0.0001,10242.53659248352
9043968,2.1625352,516,10,1269,-0.00018239073433505836,0.00018071983,2682.941162109375,0.0,0.7947962433099747,0.9462332725524902,-5.4544646449387075,2330,0.2,0.0001,10702.37693977356
9109504,2.7506952,567,11,1270,-0.0004130852485104697,0.0006778561,1866.1759033203125,1.983642578125e-05,0.7698147594928741,0.9462045431137085,-5.454160661250353,2340,0.2,0.0001,10692.73674583435
9175040,2.975962,617,12,1273,-0.0003417241430724971,0.0006657077,1709.6658935546875,1.373291015625e-05,0.8143463134765625,0.9459837675094604,-5.453675144910813,2350,0.2,0.0001,9297.614277648925
9240576,2.665203,668,13,1273,-0.00029212858917162523,0.00039401848,1560.427978515625,0.0,0.8316746950149536,0.9460110068321228,-5.453178887814284,2360,0.2,0.0001,6886.6626806259155
9306112,3.0382195,719,14,1274,-0.00039277495070564326,0.00061872706,2467.089599609375,6.103515625e-06,0.7585289031267166,0.9460277557373047,-5.453274910897017,2370,0.2,0.0001,10941.41099472046
9371648,3.868511,767,15,1280,-0.00021472524895216338,0.00024850506,2831.004150390625,0.0,0.8136917352676392,0.9458928108215332,-5.453067764639854,2380,0.2,0.0001,11220.371430206298
9437184,4.927347,816,16,1283,-0.00023403947179758688,0.00036151148,1584.26025390625,0.0,0.8066385835409164,0.9456946849822998,-5.452391868829727,2390,0.2,0.0001,9488.455177307129
