rew_vec_envs,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_range,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,train/std,train/learning_rate,train/n_updates
-59.035744,,,,,,,,,,,,,,,
-50.09085,,,,,,,,,,,,,,,
,1,3080192,42,764,,,,,,,,,,,
-48.28236,,,,,5.960464477539063e-08,-0.0007771705204504542,423949.67236328125,0.2,0.001116943359375,206478.15625,-5.663663743436336,0.0018774576,0.9968100786209106,0.0001,940
-37.763947,,,,,,,,,,,,,,,
,2,3112960,72,909,,,,,,,,,,,
-42.16034,,,,,-1.1920928955078125e-07,-0.0008598634667578153,359264.57744140626,0.2,0.0007843017578125,178559.4375,-5.664207231998444,0.0018317773,0.9975062012672424,0.0001,950
-47.58483,,,,,,,,,,,,,,,
,3,3145728,102,958,,,,,,,,,,,
-46.36106,,,,,1.7523765563964844e-05,-0.001239293463731883,421944.31953125,0.2,0.0043182373046875,207283.875,-5.664788416028022,0.003027263,0.9969642758369446,0.0001,960
-47.733902,,,,,,,,,,,,,,,
,4,3178496,133,982,,,,,,,,,,,
-49.042286,,,,,0.0014286041259765625,-0.0007024102880677674,318706.542578125,0.2,0.0004974365234375,155087.875,-5.663185065984726,0.0016329901,0.9968217611312866,0.0001,970
-53.73163,,,,,,,,,,,,,,,
,5,3211264,163,1001,,,,,,,,,,,
-42.77945,,,,,0.03489416837692261,-0.0010649445412127534,340586.3985351563,0.2,0.0013916015625,162093.1875,-5.662761709094047,0.0022057937,0.9967511296272278,0.0001,980
-50.949013,,,,,,,,,,,,,,,
,6,3244032,194,1008,,,,,,,,,,,
-55.41184,,,,,0.03845089673995972,-0.0007093768632330466,381235.32001953124,0.2,0.000482177734375,185426.4375,-5.663093887269497,0.0013058187,0.9970169067382812,0.0001,990
-48.965828,,,,,,,,,,,,,,,
,7,3276800,226,1011,,,,,,,,,,,
-57.687733,,,,,0.05586063861846924,-0.0008354225592483999,418726.805859375,0.2,0.0014251708984375,211177.453125,-5.663122707605362,0.0023453727,0.9966989755630493,0.0001,1000
-47.98256,,,,,,,,,,,,,,,
,8,3309568,257,1016,,,,,,,,,,,
-42.540077,,,,,0.014909982681274414,-0.0006530874241434503,422584.7935546875,0.2,0.0007568359375,207150.09375,-5.662204021215439,0.0020187567,0.9966514706611633,0.0001,1010
-48.932358,,,,,,,,,,,,,,,
,9,3342336,289,1018,,,,,,,,,,,
-53.755463,,,,,0.14576196670532227,-0.000534488514313125,346508.538671875,0.2,1.8310546875e-05,167342.359375,-5.661111186444759,0.0008243051,0.9960902333259583,0.0001,1020
-46.92444,,,,,,,,,,,,,,,
,10,3375104,321,1020,,,,,,,,,,,
-50.253963,,,,,0.2393074631690979,-0.0009222110638802405,382752.83466796874,0.2,0.000384521484375,178799.4375,-5.659616513550281,0.0013740431,0.9959092140197754,0.0001,1030
-42.843864,,,,,,,,,,,,,,,
,11,3407872,352,1022,,,,,,,,,,,
-49.318554,,,,,0.18067795038223267,-0.0007224400800623698,353348.90078125,0.2,0.000115966796875,176207.25,-5.658728766441345,0.0010351744,0.9956490993499756,0.0001,1040
-49.94279,,,,,,,,,,,,,,,
,12,3440640,385,1019,,,,,,,,,,,
-42.98405,,,,,0.3183021545410156,-0.0005248195826425217,360619.24609375,0.2,3.0517578125e-06,181472.65625,-5.65724515914917,0.00069376454,0.9951659440994263,0.0001,1050
-50.577854,,,,,,,,,,,,,,,
,13,3473408,418,1018,,,,,,,,,,,
-48.169327,,,,,0.21661067008972168,-0.00074974739618483,290735.83720703126,0.2,7.01904296875e-05,136713.21875,-5.656030732393265,0.0013272143,0.9950522184371948,0.0001,1060
-46.251434,,,,,,,,,,,,,,,
,14,3506176,449,1019,,,,,,,,,,,
-49.369072,,,,,0.36475175619125366,-0.000736953666273621,302756.57353515626,0.2,4.8828125e-05,159242.828125,-5.655181881785393,0.0010279284,0.9947137236595154,0.0001,1070
-54.69974,,,,,,,,,,,,,,,
,15,3538944,481,1020,,,,,,,,,,,
-50.18653,,,,,0.24459511041641235,-0.00042437882075319067,405255.82109375,0.2,0.0,199431.328125,-5.654080203175544,0.00052732415,0.9945518970489502,0.0001,1080
-52.848595,,,,,,,,,,,,,,,
,16,3571712,513,1021,,,,,,,,,,,
-43.858124,,,,,0.2620258331298828,-0.000363262106111506,387873.7029296875,0.2,0.0,200865.765625,-5.653116072714329,0.00038669747,0.9942116141319275,0.0001,1090
-49.25029,,,,,,,,,,,,,,,
,17,3604480,545,1020,,,,,,,,,,,
-51.183777,,,,,0.3124045729637146,-0.0006086582769057713,337103.82294921874,0.2,2.13623046875e-05,169034.984375,-5.6519806534051895,0.00074813544,0.9940183162689209,0.0001,1100
-52.610306,,,,,,,,,,,,,,,
,18,3637248,578,1020,,,,,,,,,,,
-44.342834,,,,,0.3483394384384155,-0.0004952035880705808,353675.8341796875,0.2,3.0517578125e-06,168229.75,-5.650850661098957,0.0006163315,0.9936034679412842,0.0001,1110
-50.51196,,,,,,,,,,,,,,,
,19,3670016,610,1020,,,,,,,,,,,
-47.21807,,,,,0.37047266960144043,-0.0006146405052277259,346929.59541015624,0.2,1.52587890625e-05,170066.71875,-5.648886476457119,0.0008144727,0.9930752515792847,0.0001,1120
-52.43764,,,,,,,,,,,,,,,
,20,3702784,642,1020,,,,,,,,,,,
-48.027084,,,,,0.3758809566497803,-0.0006619855215831194,350334.9220703125,0.2,2.13623046875e-05,178047.125,-5.647771552205086,0.000804452,0.9930761456489563,0.0001,1130
-54.704678,,,,,,,,,,,,,,,
,21,3735552,673,1021,,,,,,,,,,,
-52.488777,,,,,0.35242605209350586,-0.0004640923001716146,343866.3021484375,0.2,0.0,166755.1875,-5.647261516749859,0.0004903353,0.9927829504013062,0.0001,1140
-59.18986,,,,,,,,,,,,,,,
,22,3768320,707,1019,,,,,,,,,,,
-52.65801,,,,,0.4586775302886963,-0.0004703318845713511,339529.6395507812,0.2,0.0,165092.84375,-5.646371303498745,0.00050608115,0.9926747679710388,0.0001,1150
-52.955673,,,,,,,,,,,,,,,
,23,3801088,739,1019,,,,,,,,,,,
-55.578495,,,,,0.3936885595321655,-0.0006332889792247442,389034.86015625,0.2,2.13623046875e-05,200402.21875,-5.64610380679369,0.00087402714,0.9926819801330566,0.0001,1160
-47.141647,,,,,,,,,,,,,,,
,24,3833856,771,1019,,,,,,,,,,,
-49.040314,,,,,0.3299409747123718,-0.0008530195547791664,326677.824609375,0.2,0.0004638671875,155533.40625,-5.645272399485111,0.001563008,0.9922313690185547,0.0001,1170
-48.21939,,,,,,,,,,,,,,,
,25,3866624,804,1018,,,,,,,,,,,
-50.79231,,,,,0.414605975151062,-0.0007846028169296914,318266.942578125,0.2,5.4931640625e-05,159404.90625,-5.644349361956119,0.0010579105,0.992270290851593,0.0001,1180
-44.463017,,,,,,,,,,,,,,,
,26,3899392,837,1017,,,,,,,,,,,
-58.188442,,,,,0.47068285942077637,-0.0005759039260738064,316999.0271484375,0.2,3.0517578125e-05,152517.046875,-5.643476060032844,0.0009970865,0.991722822189331,0.0001,1190
-47.22119,,,,,,,,,,,,,,,
,27,3932160,871,1015,,,,,,,,,,,
-44.398678,,,,,0.45640134811401367,-0.0008748371452384163,361516.83544921875,0.2,0.000244140625,177383.296875,-5.641012571752071,0.0015699564,0.9910805225372314,0.0001,1200
-40.461704,,,,,,,,,,,,,,,
,28,3964928,905,1013,,,,,,,,,,,
-46.369797,,,,,0.46307772397994995,-0.000605706238275161,284673.66108398436,0.2,6.103515625e-06,135136.328125,-5.638912162184715,0.00069506,0.9907487034797668,0.0001,1210
-55.361496,,,,,,,,,,,,,,,
,29,3997696,938,1012,,,,,,,,,,,
-60.979866,,,,,0.591456264257431,-0.0006204986420925707,302395.17939453124,0.2,5.18798828125e-05,149469.09375,-5.638316577672958,0.0010742238,0.9907774925231934,0.0001,1220
-56.939095,,,,,,,,,,,,,,,
,30,4030464,972,1011,,,,,,,,,,,
-51.303223,,,,,0.5752861499786377,-0.0007402930401440244,318392.71875,0.2,9.46044921875e-05,156662.0625,-5.638123567402363,0.001036797,0.9906353950500488,0.0001,1230
-53.531616,,,,,,,,,,,,,,,
,31,4063232,1005,1009,,,,,,,,,,,
