time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,time/iterations,train/clip_range,train/approx_kl,train/loss,train/std,train/learning_rate,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/entropy_loss
410,8421376,79,2529.362075805664,1,,,,,,,,,,,
435,8454144,150,2014.443907737732,2,0.2,0.018107325,2909.383544921875,0.2955379784107208,0.001,0.1729644775390625,2570,16494.339334106444,-0.010593029201845638,0.45932263135910034,-0.7900771057233215
443,8486912,221,2335.1994667053223,3,0.2,0.020160535,2971.707763671875,0.2948293089866638,0.001,0.1680389404296875,2580,16442.80022277832,-0.011200592862587655,0.49001866579055786,-0.7771133719012141
445,8519680,294,2222.415948867798,4,0.2,0.018968299,2558.5234375,0.2939227223396301,0.001,0.1767059326171875,2590,15671.89154586792,-0.011524145399744157,0.49696820974349976,-0.7653399243950844
449,8552448,364,2561.3890228271484,5,0.2,0.019442119,2708.803955078125,0.29355549812316895,0.001,0.1774139404296875,2600,14888.30157775879,-0.010789559003387694,0.5211140215396881,-0.7583135919645428
450,8585216,436,2013.3869647979736,6,0.2,0.018557401,3447.789306640625,0.293262779712677,0.001,0.1715118408203125,2610,16885.761260986328,-0.010634737666987349,0.46807825565338135,-0.7536644846200943
451,8617984,508,2326.6559562683105,7,0.2,0.01720548,3010.6669921875,0.2929476499557495,0.001,0.165777587890625,2620,16100.628254699706,-0.010406853999302256,0.4968276619911194,-0.7494978876784444
452,8650752,579,2048.373472213745,8,0.2,0.020253517,2735.740478515625,0.29304268956184387,0.001,0.1854400634765625,2630,13890.553464508057,-0.01102325335268688,0.5063458979129791,-0.7466074969619513
452,8683520,652,2632.2198028564453,9,0.2,0.021575265,2627.135498046875,0.29226523637771606,0.001,0.18551025390625,2640,14505.56097869873,-0.009978848646278493,0.518070638179779,-0.7440099246799946
452,8716288,724,1998.1022911071777,10,0.2,0.018835697,2485.242431640625,0.29086819291114807,0.001,0.173681640625,2650,15822.797869873048,-0.011108339785278077,0.5046654343605042,-0.7267417792230845
452,8749056,797,2579.457618713379,11,0.2,0.021133233,2725.01025390625,0.2905302047729492,0.001,0.1767333984375,2660,15853.08244781494,-0.010115055627102265,0.47678470611572266,-0.7149515122175216
452,8781824,869,2079.518867492676,12,0.2,0.019027192,3148.507568359375,0.2896837592124939,0.001,0.1801849365234375,2670,17259.991395568846,-0.01065632579557132,0.5226838290691376,-0.7092453813180327
452,8814592,940,2013.7744598388672,13,0.2,0.019506607,3428.108154296875,0.2885430157184601,0.001,0.171917724609375,2680,17492.466013336183,-0.01149644748220453,0.4562909007072449,-0.6939199652522803
452,8847360,1013,2661.4874114990234,14,0.2,0.020149875,2523.320556640625,0.28818976879119873,0.001,0.1753173828125,2690,15758.176446533203,-0.010600869914196665,0.48070549964904785,-0.6841968012973666
452,8880128,1086,2153.5365772247314,15,0.2,0.019262416,2863.91015625,0.28657257556915283,0.001,0.177276611328125,2700,15442.910989379883,-0.010756491728534457,0.4811328649520874,-0.6689490713179111
452,8912896,1159,2515.397232055664,16,0.2,0.02046208,2925.240966796875,0.2858158349990845,0.001,0.180364990234375,2710,15342.62957611084,-0.010636078487004852,0.4233548045158386,-0.6524270955473185
452,8945664,1231,1440.183821439743,17,0.2,0.023700401,2421.82861328125,0.2858581840991974,0.001,0.1995147705078125,2720,14151.990555572509,-0.010504688717992395,0.5078090727329254,-0.6467207910493016
452,8978432,1303,1820.9250297546387,18,0.2,0.020690363,3324.2373046875,0.28474533557891846,0.001,0.1832672119140625,2730,15963.03286895752,-0.01034026333327347,0.5133273601531982,-0.6391834309324622
452,9011200,1376,2511.687566280365,19,0.2,0.020988729,2927.938720703125,0.283622145652771,0.001,0.1852752685546875,2740,14695.52780456543,-0.009969291222660104,0.518758088350296,-0.6245925387367606
451,9043968,1450,2450.360340118408,20,0.2,0.02295365,2396.4296875,0.2833847403526306,0.001,0.1955108642578125,2750,14056.796746826172,-0.009742755160550587,0.5249766111373901,-0.6170219318941236
452,9076736,1521,1811.2137870788574,21,0.2,0.020172115,3120.285400390625,0.28206396102905273,0.001,0.196148681640625,2760,15427.98397216797,-0.010769761518531595,0.48163503408432007,-0.604571494832635
451,9109504,1595,1862.8709056973457,22,0.2,0.020502837,2722.321533203125,0.2805705964565277,0.001,0.1853759765625,2770,14907.276454925537,-0.010633695908472874,0.4893924593925476,-0.5840116359293461
451,9142272,1667,2328.5705184936523,23,0.2,0.018807288,3316.630859375,0.27997276186943054,0.001,0.1899566650390625,2780,15104.85020828247,-0.012220845161573379,0.5254278182983398,-0.5691974923014641
451,9175040,1740,1977.5685148239136,24,0.2,0.022638695,3087.23876953125,0.2793383300304413,0.001,0.20208740234375,2790,14621.29261932373,-0.010571447397887823,0.5212511122226715,-0.5602147946134209
451,9207808,1813,2823.5985584259033,25,0.2,0.023181211,2887.099853515625,0.27912503480911255,0.001,0.2036346435546875,2800,14725.08953781128,-0.010435067841535783,0.5208390653133392,-0.5541303545236588
451,9240576,1888,2702.639224052429,26,0.2,0.022385903,3112.143310546875,0.27800053358078003,0.001,0.1921844482421875,2810,15409.154166030883,-0.01069051051781571,0.4876078963279724,-0.5433011557906866
451,9273344,1961,2143.619255065918,27,0.2,0.022543475,3598.311279296875,0.2780134677886963,0.001,0.207421875,2820,14815.39200744629,-0.012360537444692454,0.5254378020763397,-0.5369156789034605
450,9306112,2035,2229.370153427124,28,0.2,0.024210704,3751.754638671875,0.2764834761619568,0.001,0.2069366455078125,2830,15351.047124481202,-0.012623928208267899,0.5139398872852325,-0.5246758440509438
450,9338880,2109,2251.2194776535034,29,0.2,0.0234297,2666.207275390625,0.2758275866508484,0.001,0.194024658203125,2840,15425.605686950683,-0.010145307828133809,0.4827744960784912,-0.5092990865930915
450,9371648,2184,2313.026985168457,30,0.2,0.022433713,3076.512451171875,0.2752493619918823,0.001,0.189788818359375,2850,16299.847109222412,-0.01049555144563783,0.49118489027023315,-0.5007216311991215
450,9404416,2257,1731.9668312072754,31,0.2,0.022036564,2444.09912109375,0.2747761011123657,0.001,0.2020782470703125,2860,15786.54125213623,-0.011132930280291475,0.5201782584190369,-0.4937601985409856
