time/fps,rew_vec_envs,time/iterations,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/learning_rate,train/n_updates,train/loss,train/std,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl
1806,0.13433287,1,24936448,163,,,,,,,,,,,
1718,0.09777789,2,25231360,343,-4.0324783969256615,0.0001,1590,48.94797897338867,0.6626549959182739,0.2,-0.0024639061900719145,0.2517709732055664,222.94091340700786,0.05401950412326389,0.006405853
1686,0.09020374,3,25526272,524,-4.017502735389604,0.0001,1600,103.53833770751953,0.6597765684127808,0.2,-0.002346151419139157,0.13687783479690552,370.55674795971976,0.05137973361545139,0.006412695
1659,0.101689726,4,25821184,710,-4.00200167240368,0.0001,1610,111.22535705566406,0.6577010154724121,0.2,-0.0021974503153210714,0.14035403728485107,365.3753419809871,0.04584554036458333,0.0060564396
