time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,train/approx_kl,train/clip_range,train/value_loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/loss,train/std,train/n_updates,train/policy_gradient_loss,train/clip_fraction
1,579,12107776,28,-7.072031021118164,,,,,,,,,,,
2,642,12124160,51,-93.60336685180664,0.121517584,0.2,1853.1522424221039,0.6217340528964996,-0.01427028737962246,0.001,182.81651306152344,0.24207477271556854,7390,-0.007862721824494656,0.474871826171875
3,665,12140544,73,160.3723340034485,0.22153056,0.2,1041.5383615493774,0.6543377935886383,0.0117315411567688,0.001,89.67296600341797,0.24197348952293396,7400,-0.0019393907132325694,0.546307373046875
4,682,12156928,96,128.6060285270214,0.095946014,0.2,2332.6621006011965,0.606337696313858,0.004795953631401062,0.001,164.7328643798828,0.24182237684726715,7410,-0.00202537157892948,0.48414306640625
5,686,12173312,119,293.0465030670166,0.16781995,0.2,1437.0287380218506,0.6837640702724457,0.013850965723395347,0.001,112.41996765136719,0.24218076467514038,7420,-0.0028962597280042246,0.503216552734375
6,693,12189696,141,248.8025598526001,0.18470727,0.2,2012.6285521030427,0.6038030982017517,-0.00087428018450737,0.001,133.9872589111328,0.24375224113464355,7430,-0.0035860037096426822,0.461322021484375
7,696,12206080,164,278.57560950517654,0.099502824,0.2,1616.9328932762146,0.7491370439529419,-0.014859796687960624,0.001,176.84613037109375,0.2433001846075058,7440,-0.012942237532115541,0.4167236328125
8,699,12222464,187,152.0975006222725,0.15012394,0.2,1268.120319700241,0.725526362657547,-0.017777825146913527,0.001,94.31539916992188,0.24362821877002716,7450,-0.006638254833524116,0.47677001953125
9,702,12238848,209,104.66201770305634,0.099922374,0.2,1751.2857090473176,0.6601143181324005,-0.018069294467568397,0.001,209.926025390625,0.2432856559753418,7460,-0.00978926711686654,0.44383544921875
10,704,12255232,232,270.411705493927,0.16057912,0.2,1367.1184561252594,0.6528837084770203,-0.010011471807956696,0.001,141.76734924316406,0.24384759366512299,7470,-0.004325308791885618,0.518377685546875
11,706,12271616,255,106.00573825836182,0.18164587,0.2,1520.130040025711,0.6593891680240631,-0.014525197818875313,0.001,180.3462677001953,0.24341872334480286,7480,-0.0026826398934645113,0.48829345703125
12,707,12288000,277,164.5418651998043,0.07896184,0.2,1794.8425036430358,0.6523642539978027,-0.013962751254439354,0.001,176.71954345703125,0.24293270707130432,7490,-0.013741602574009448,0.40556640625
13,710,12304384,299,49.330742835998535,0.11396463,0.2,1485.9999950408935,0.6054518818855286,-0.008677299320697784,0.001,130.42648315429688,0.24260511994361877,7500,-0.009095010509190616,0.4644287109375
14,711,12320768,322,347.4800720214844,0.11441095,0.2,1569.9493740081787,0.6694931387901306,0.0025625955313444138,0.001,206.45318603515625,0.24151335656642914,7510,-0.012579262034705607,0.44447021484375
