time/fps,rew_vec_envs,time/iterations,time/total_timesteps,time/time_elapsed,train/entropy_loss,train/learning_rate,train/n_updates,train/loss,train/std,train/clip_range,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl
1470,0.10988535,1,46170112,289,,,,,,,,,,,
1375,0.08907358,2,46596096,619,-3.1227429116574617,0.0001,2180,104.95021057128906,0.5275765657424927,0.2,-0.002359527770568093,0.21979713439941406,286.26981195945007,0.0799468994140625,0.0081556495
1306,-0.8916307,3,47022080,978,-3.1013436627502626,0.0001,2190,87.98121643066406,0.5252134799957275,0.2,-0.0025504490887564876,0.22655850648880005,329.91908113131154,0.07927293043870193,0.00773877
