time/iterations,time/time_elapsed,time/fps,rew_vec_envs,time/total_timesteps,train/std,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/loss,train/entropy_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/clip_range,train/value_loss
1,39,838,-133.0871615409851,32768,,,,,,,,,,,
2,62,1046,-129.11195302009583,65536,0.9951750636100769,-0.003046873671701178,0.001,0.006858077,7.922364711761475,-5.6723905324935915,10,-0.006429314613342285,0.0663604736328125,0.2,72.14406207203865
3,85,1143,-133.35643768310547,98304,0.988219678401947,-0.0021311826174496675,0.001,0.006793199,15.5011625289917,-5.647685009241104,20,0.176899254322052,0.0598785400390625,0.2,66.43542312383651
4,110,1186,-134.28809881210327,131072,0.9864309430122375,-0.002412001158518251,0.001,0.006548834,19.551624298095703,-5.630741825699806,30,0.10298347473144531,0.072662353515625,0.2,66.83639233112335
5,134,1221,-137.77714347839355,163840,0.9780157804489136,-0.004254834263701923,0.001,0.0068230396,29.91145896911621,-5.606704723834992,40,0.1454581618309021,0.07755126953125,0.2,73.40179665088654
6,159,1230,-130.01192665100098,196608,0.973798394203186,-0.005565308382210787,0.001,0.006539508,32.607421875,-5.579421973228454,50,0.17045414447784424,0.0566650390625,0.2,84.42971382141113
7,184,1242,-148.44870471954346,229376,0.9742026329040527,-0.00510788015963044,0.001,0.005448521,56.02944564819336,-5.571262189745903,60,0.16616672277450562,0.0480712890625,0.2,131.32253680229186
8,209,1248,-133.31341940164566,262144,0.9650808572769165,-0.005442373175173998,0.001,0.005700363,36.152164459228516,-5.553002935647965,70,0.2833431363105774,0.0425018310546875,0.2,90.44227814674377
9,235,1250,-131.71918392181396,294912,0.9547634124755859,-0.0057351624534931036,0.001,0.0055730133,32.61204147338867,-5.510197457671166,80,0.2894645929336548,0.046112060546875,0.2,93.07770109176636
10,260,1256,-135.06369733810425,327680,0.9507047533988953,-0.004884223504632246,0.001,0.0052251685,43.33653259277344,-5.484111180901527,90,0.37753933668136597,0.0409393310546875,0.2,98.14002058506011
11,286,1259,-139.12475395202637,360448,0.9458632469177246,-0.004966806099400855,0.001,0.0047313515,28.705148696899414,-5.463262775540352,100,0.4975389242172241,0.0329376220703125,0.2,82.69555521011353
