time/iterations,time/time_elapsed,time/fps,rew_vec_envs,time/total_timesteps,train/std,train/policy_gradient_loss,train/learning_rate,train/approx_kl,train/loss,train/entropy_loss,train/n_updates,train/explained_variance,train/clip_fraction,train/clip_range,train/value_loss
12,311,1262,-138.55042600631714,393216,0.9423452615737915,-0.005808055642410182,0.001,0.00552949,32.2431755065918,-5.446045485138893,110,0.5225556492805481,0.041497802734375,0.2,85.20564517974853
13,336,1266,-125.4593391418457,425984,0.9379865527153015,-0.005321401670516934,0.001,0.005470007,31.26467514038086,-5.428321346640587,120,0.5096249580383301,0.0478912353515625,0.2,80.36165659427643
14,361,1268,-120.85437178611755,458752,0.9345945119857788,-0.005591413239017129,0.001,0.005910189,36.79487609863281,-5.411617791652679,130,0.5838319361209869,0.052001953125,0.2,86.64370765686036
15,386,1271,-113.39182424545288,491520,0.9286667108535767,-0.0056619705770572185,0.001,0.0054110778,32.599159240722656,-5.392420911788941,140,0.5819270014762878,0.0434600830078125,0.2,75.83904297351837
16,412,1272,-118.16621947288513,524288,0.9239322543144226,-0.006415947945788503,0.001,0.006114174,23.583051681518555,-5.369084361195564,150,0.622102826833725,0.06153564453125,0.2,79.45248975753785
17,437,1272,-123.84781503677368,557056,0.9170982837677002,-0.005635005202202592,0.001,0.005802462,28.416894912719727,-5.345554161071777,160,0.6424829363822937,0.0482940673828125,0.2,72.82118308544159
18,463,1271,-114.25853061676025,589824,0.9149640798568726,-0.006438170284673106,0.001,0.0058072666,19.16356086730957,-5.324412766098976,170,0.6557189524173737,0.0548309326171875,0.2,66.15506174564362
19,489,1271,-130.0569567680359,622592,0.9095783829689026,-0.006511448978926637,0.001,0.006025433,18.938735961914062,-5.308530521392822,180,0.5974589288234711,0.052001953125,0.2,60.05637167692184
20,518,1263,-129.75155973434448,655360,0.9009868502616882,-0.0069986063928809015,0.001,0.006664218,19.679229736328125,-5.278582268953324,190,0.5885040163993835,0.0655914306640625,0.2,62.55755212306976
21,546,1259,-128.20696020126343,688128,0.8947662711143494,-0.006726828358659986,0.001,0.0063832947,18.11846923828125,-5.245070347189904,200,0.5535467863082886,0.060540771484375,0.2,64.09920600652694
22,572,1258,-111.35483908653259,720896,0.8846120834350586,-0.006788921836414374,0.001,0.0070302933,16.40481185913086,-5.206268131732941,210,0.6061727404594421,0.0671142578125,0.2,52.52716079950333
23,599,1256,-108.97812736034393,753664,0.8815644979476929,-0.007098530187795405,0.001,0.0074850796,14.458702087402344,-5.17762258052826,220,0.5852899849414825,0.084490966796875,0.2,48.37385703325272
24,626,1255,-113.75115704536438,786432,0.8752448558807373,-0.006906382924353238,0.001,0.0072453255,13.197274208068848,-5.153560674190521,230,0.6936895251274109,0.0713226318359375,0.2,41.84372224807739
25,654,1251,-119.81982851028442,819200,0.8657081723213196,-0.00675683104491327,0.001,0.007729208,19.79571533203125,-5.118535199761391,240,0.6052829623222351,0.0797576904296875,0.2,60.92960261106491
26,683,1246,-112.03990662097931,851968,0.8565764427185059,-0.00692885160096921,0.001,0.008066369,13.444440841674805,-5.072605696320534,250,0.660719096660614,0.0744598388671875,0.2,44.121932244300844
27,711,1242,-114.8644790649414,884736,0.8507770299911499,-0.006007760716602206,0.001,0.008706467,12.826859474182129,-5.040888792276382,260,0.6838097274303436,0.076025390625,0.2,43.27100977897644
28,740,1239,-106.18345165252686,917504,0.8459532260894775,-0.006988119588640984,0.001,0.008164043,13.546370506286621,-5.0138893067836765,270,0.7160477638244629,0.0896453857421875,0.2,42.07459706068039
29,767,1237,-96.87508058547974,950272,0.8390324115753174,-0.008294422469043638,0.001,0.010028776,10.892847061157227,-4.983614692091942,280,0.6895983219146729,0.1137451171875,0.2,37.4779735326767
30,795,1236,-105.65600806474686,983040,0.8320825099945068,-0.007461484547820874,0.001,0.00878066,10.183874130249023,-4.95207661986351,290,0.7300935387611389,0.09945068359375,0.2,36.714824414253236
31,824,1232,-107.18191993236542,1015808,0.8256489634513855,-0.007474867140990682,0.001,0.009313664,10.21660327911377,-4.919299447536469,300,0.6933607757091522,0.0888580322265625,0.2,37.77438215017319
32,853,1229,-112.6894371509552,1048576,0.820073127746582,-0.008985648115049117,0.001,0.010722032,7.660029411315918,-4.888472220301628,310,0.7931122779846191,0.109619140625,0.2,29.37989894747734
33,883,1223,-96.35058331489563,1081344,0.8115348815917969,-0.009374955721432343,0.001,0.009897319,10.854988098144531,-4.848182281851768,320,0.7689102739095688,0.128961181640625,0.2,34.33224209547043
34,913,1219,-114.36119055747986,1114112,0.8052889108657837,-0.006720302651956445,0.001,0.01074948,10.932628631591797,-4.818052917718887,330,0.6966431140899658,0.1203643798828125,0.2,54.97280094623566
35,941,1218,-96.21123278141022,1146880,0.8004512786865234,-0.008130572184745688,0.001,0.010938727,20.301897048950195,-4.793847018480301,340,0.7428042888641357,0.1391510009765625,0.2,36.39944441318512
36,969,1216,-103.09736824035645,1179648,0.7944328784942627,-0.007924737049324903,0.001,0.0108051775,9.705364227294922,-4.7625135570764545,350,0.7536743432283401,0.105426025390625,0.2,33.82121863365173
37,999,1213,-96.58712220191956,1212416,0.7858740091323853,-0.0075249271234497424,0.001,0.011573331,9.0797758102417,-4.721663242578506,360,0.70155268907547,0.1309478759765625,0.2,52.044926381111146
38,1029,1209,-86.9355319738388,1245184,0.7781031727790833,-0.008588734838122036,0.001,0.011254709,12.136689186096191,-4.6824461877346035,370,0.7548025101423264,0.140478515625,0.2,39.070284897089
39,1059,1205,-85.32719326019287,1277952,0.7714758515357971,-0.008083550404990092,0.001,0.01181069,10.772369384765625,-4.646937280893326,380,0.7247879803180695,0.1303131103515625,0.2,53.67276940345764
40,1088,1204,-106.62815254926682,1310720,0.766542375087738,-0.008914876049675512,0.001,0.008982642,28.078283309936523,-4.620538085699081,390,0.6265667378902435,0.1030548095703125,0.2,80.46067398786545
41,1117,1202,-105.03221958875656,1343488,0.7615755796432495,-0.008165725350409048,0.001,0.01227312,14.412477493286133,-4.592658221721649,400,0.7388538718223572,0.115142822265625,0.2,65.19533451795579
42,1147,1199,-95.11755681037903,1376256,0.7562823295593262,-0.008341356803430244,0.001,0.0120394025,10.980880737304688,-4.565820959210396,410,0.7687340974807739,0.1320556640625,0.2,42.66231943368912
43,1177,1196,-78.10184323787689,1409024,0.7549797296524048,-0.008041495808720356,0.001,0.013863264,9.602723121643066,-4.5492611795663835,420,0.7811492830514908,0.1488037109375,0.2,38.60360063314438
44,1207,1194,-88.04384729266167,1441792,0.7479350566864014,-0.00815104405337479,0.001,0.012466462,32.509498596191406,-4.522587013244629,430,0.7500080466270447,0.14642333984375,0.2,60.69073207378388
45,1236,1192,-96.5977395772934,1474560,0.7420734167098999,-0.008120859147311421,0.001,0.012673415,10.984007835388184,-4.486245995759964,440,0.7448597848415375,0.1523101806640625,0.2,54.40879578590393
46,1264,1192,-91.6666659116745,1507328,0.735824704170227,-0.009362505684111965,0.001,0.010297469,16.01167869567871,-4.454296028614044,450,0.7570550739765167,0.118890380859375,0.2,58.29737023115158
47,1294,1190,-69.07028180360794,1540096,0.729598879814148,-0.009880156804138096,0.001,0.011135764,12.477947235107422,-4.42266029715538,460,0.8361007869243622,0.1328887939453125,0.2,41.87803857326507
48,1324,1187,-85.47835004329681,1572864,0.7185694575309753,-0.007119336647156161,0.001,0.016352613,23.432106018066406,-4.369743260741234,470,0.6789885759353638,0.1273834228515625,0.2,106.84107538461686
49,1355,1184,-98.66553139686584,1605632,0.710134744644165,-0.010038190540217328,0.001,0.0139351655,27.02165412902832,-4.320034635066986,480,0.838564321398735,0.1434295654296875,0.2,65.7954763174057
50,1387,1180,-72.50416746735573,1638400,0.7024245262145996,-0.00916989860124886,0.001,0.014027575,20.917884826660156,-4.275346550345421,490,0.837145522236824,0.147216796875,0.2,63.040411305427554
51,1419,1177,-94.57545134425163,1671168,0.6991500854492188,-0.008850056333176325,0.001,0.016138893,14.302888870239258,-4.243433010578156,500,0.8226566016674042,0.1590728759765625,0.2,47.71696478128433
52,1450,1174,-79.75785088539124,1703936,0.6949588060379028,-0.008500878581980943,0.001,0.015515377,8.517515182495117,-4.2161500453948975,510,0.7928151339292526,0.1621490478515625,0.2,40.13579095602036
53,1481,1172,-84.73643219470978,1736704,0.6894679665565491,-0.007171937814564444,0.001,0.0152708795,11.669641494750977,-4.191241773962974,520,0.7686412185430527,0.1510345458984375,0.2,65.43330873250962
54,1510,1171,-71.52921713888645,1769472,0.684104323387146,-0.008470690967078554,0.001,0.014276715,17.762723922729492,-4.160314559936523,530,0.7979341298341751,0.172894287109375,0.2,48.5638752579689
55,1543,1167,-110.51196622848511,1802240,0.6802150011062622,-0.010151542577659711,0.001,0.014752145,14.590319633483887,-4.138523408770562,540,0.7610402852296829,0.1618499755859375,0.2,47.587642872333525
56,1574,1165,-70.43795788288116,1835008,0.6782324314117432,-0.00946274861053098,0.001,0.013311204,16.829519271850586,-4.114512953162193,550,0.7654678076505661,0.156011962890625,0.2,60.037292945384976
57,1603,1165,-68.01305717229843,1867776,0.6748484373092651,-0.0077058542148733975,0.001,0.015230539,11.574956893920898,-4.101174512505532,560,0.7700584679841995,0.1547393798828125,0.2,56.26708444356918
58,1633,1163,-78.07499492168427,1900544,0.6687208414077759,-0.007907478927518242,0.001,0.014539866,25.001874923706055,-4.067710456252098,570,0.7377943992614746,0.15701904296875,0.2,75.93491437435151
59,1672,1156,-61.62049236148596,1933312,0.6646295785903931,-0.008972997187811416,0.001,0.016910758,26.566362380981445,-4.042631259560585,580,0.7957140505313873,0.17869873046875,0.2,60.41346627473831
60,1704,1153,-82.74526083469391,1966080,0.6588807106018066,-0.009011472598649562,0.001,0.018413994,8.944758415222168,-4.000066745281219,590,0.7888988554477692,0.1859832763671875,0.2,47.85182369947434
61,1735,1151,-84.33431077003479,1998848,0.6548449397087097,-0.009300192150112708,0.001,0.016522877,10.133905410766602,-3.9803256943821905,600,0.8041864186525345,0.156781005859375,0.2,49.78418223857879
62,1764,1151,-74.89181333780289,2031616,0.6464186310768127,-0.008451332213007845,0.001,0.013944932,26.738893508911133,-3.938221798837185,610,0.8039180934429169,0.1676361083984375,0.2,82.06609815359116
