time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,time/iterations,train/clip_range,train/approx_kl,train/loss,train/std,train/learning_rate,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/explained_variance,train/entropy_loss
399,2129920,81,872.0587063580751,1,,,,,,,,,,,
423,2162688,154,800.3434739112854,2,0.2,0.0073399795,1438.931396484375,0.6443146467208862,0.001,0.0535858154296875,650,8732.220031929017,-0.007669924644869752,0.6592479944229126,-3.9241794537752868
427,2195456,230,1581.9995250701904,3,0.2,0.007343573,994.3656616210938,0.6426663398742676,0.001,0.049444580078125,660,9161.353218078613,-0.007459801326695015,0.6440325379371643,-3.900322439149022
429,2228224,304,1334.3465490341187,4,0.2,0.007581586,2037.258544921875,0.6384028792381287,0.001,0.0547210693359375,670,10257.5943359375,-0.007633020336652407,0.6134268939495087,-3.8802385117858647
432,2260992,379,1058.586419582367,5,0.2,0.0076860576,1438.031005859375,0.6361036896705627,0.001,0.0528472900390625,680,9091.171668243409,-0.007385179079210502,0.6357496380805969,-3.8605916306376455
437,2293760,449,1461.8132719993591,6,0.2,0.0073719546,1405.9027099609375,0.6317388415336609,0.001,0.0560272216796875,690,9433.106739425659,-0.007737698355049361,0.65342116355896,-3.8393359050154685
438,2326528,522,1643.0171375274658,7,0.2,0.0072993115,1333.13232421875,0.6272459030151367,0.001,0.0483856201171875,700,9440.282276535034,-0.007245780594894313,0.6320982277393341,-3.8129165966063736
437,2359296,598,1655.7211607694626,8,0.2,0.00871028,958.1115112304688,0.6248834133148193,0.001,0.0650634765625,710,7198.251541519165,-0.00832209892978426,0.6824848353862762,-3.7887813773006203
439,2392064,671,1617.5768901705742,9,0.2,0.0076518203,1700.02978515625,0.6223635077476501,0.001,0.05291748046875,720,9186.027569580077,-0.007931837577780243,0.6531677842140198,-3.770979205146432
446,2424832,734,1852.2516536712646,10,0.2,0.008278533,1850.78466796875,0.6184885501861572,0.001,0.057720947265625,730,9279.927653503419,-0.008009776194376173,0.6630484759807587,-3.750160617381334
449,2457600,801,1919.5954279899597,11,0.2,0.0075603803,1743.577392578125,0.6158303022384644,0.001,0.0535308837890625,740,10512.02279777527,-0.007917040295069455,0.6320096552371979,-3.7306417625397446
452,2490368,869,1544.737024307251,12,0.2,0.008290036,1346.263916015625,0.6113377213478088,0.001,0.0635009765625,750,9271.660817718506,-0.009168139272151165,0.6189408302307129,-3.7076282370835543
456,2523136,934,1235.6335897445679,13,0.2,0.008830307,2207.281005859375,0.607110321521759,0.001,0.068902587890625,760,8817.654194641113,-0.008515361851459602,0.5995382070541382,-3.681068916246295
459,2555904,998,1060.3996481895447,14,0.2,0.008804828,1523.2403564453125,0.6014765501022339,0.001,0.0671875,770,8614.223246383666,-0.008629110585388844,0.6105366945266724,-3.647199121117592
462,2588672,1062,1631.173167705536,15,0.2,0.0086873295,1438.4844970703125,0.5968639850616455,0.001,0.06414794921875,780,10138.936973953247,-0.008385965149864205,0.5874119102954865,-3.612494171410799
464,2621440,1128,1284.449984073639,16,0.2,0.008010678,1917.9176025390625,0.5914547443389893,0.001,0.0598968505859375,790,10997.711011123658,-0.00765365553306765,0.5801878273487091,-3.579421691969037
466,2654208,1193,1066.0123491287231,17,0.2,0.008428449,1202.4766845703125,0.5886754989624023,0.001,0.0650115966796875,800,10437.86397819519,-0.009117149816302118,0.5909096598625183,-3.5515317998826506
468,2686976,1259,1758.0601511001587,18,0.2,0.008311842,1548.385009765625,0.5841193199157715,0.001,0.058282470703125,810,10107.644425201415,-0.008017434403882362,0.6115054190158844,-3.5254072058945893
470,2719744,1323,1220.720561504364,19,0.2,0.008489778,1571.3134765625,0.5827393531799316,0.001,0.06126708984375,820,11283.250094985962,-0.008424266591100604,0.5626854002475739,-3.5056819509714843
471,2752512,1389,1401.196569442749,20,0.2,0.007947215,1829.5606689453125,0.5803377032279968,0.001,0.05916748046875,830,10167.18751449585,-0.007720915449317545,0.6203336417675018,-3.491467059031129
472,2785280,1455,1098.821765422821,21,0.2,0.008643847,1434.21875,0.5779226422309875,0.001,0.0693756103515625,840,9624.367430877686,-0.009161878858867567,0.618753045797348,-3.470337303355336
473,2818048,1521,1484.6799116134644,22,0.2,0.009379119,1548.6884765625,0.5755362510681152,0.001,0.0762542724609375,850,9228.323593521118,-0.009072315519551922,0.6315446496009827,-3.456099697574973
474,2850816,1587,1494.955063343048,23,0.2,0.008566202,1473.7237548828125,0.5750806331634521,0.001,0.0652679443359375,860,9724.015279388428,-0.007811935100835399,0.6054977476596832,-3.4457184948027133
475,2883584,1654,1487.3644914627075,24,0.2,0.009256085,1338.40185546875,0.572137713432312,0.001,0.0748443603515625,870,9310.248111724854,-0.009478756187672844,0.6305634677410126,-3.4326141141355038
476,2916352,1719,1464.1736106872559,25,0.2,0.008911625,1798.9984130859375,0.566582202911377,0.001,0.06685791015625,880,10964.555456542968,-0.00881288015480095,0.5924351215362549,-3.4041846197098495
477,2949120,1785,1316.5182971954346,26,0.2,0.009346717,1853.027099609375,0.5649909973144531,0.001,0.071246337890625,890,9897.85632095337,-0.009177816070587142,0.6066446006298065,-3.378936716169119
477,2981888,1852,1596.7585077285767,27,0.2,0.0079816105,2016.0382080078125,0.5637689828872681,0.001,0.0617523193359375,900,11562.664318466186,-0.008119387397164246,0.6146608293056488,-3.3677661340683698
477,3014656,1919,1575.2393169403076,28,0.2,0.007997577,2040.7894287109375,0.5611019134521484,0.001,0.0600433349609375,910,12269.162605285645,-0.00878129117845674,0.5818362832069397,-3.3526039820164444
478,3047424,1986,1874.647819519043,29,0.2,0.008931063,1945.158203125,0.557632565498352,0.001,0.0704925537109375,920,10549.758845138549,-0.009108558871230344,0.6109755635261536,-3.332817668095231
478,3080192,2053,1808.772723197937,30,0.2,0.008279415,2240.814208984375,0.5555282831192017,0.001,0.0598968505859375,930,11277.53095664978,-0.007750501339614857,0.6255865395069122,-3.312947714328766
479,3112960,2119,1638.0152378082275,31,0.2,0.008400922,1815.973876953125,0.5517364740371704,0.001,0.06456298828125,940,10905.513213729859,-0.008916009846143425,0.5482350289821625,-3.2912236131727695
479,3145728,2188,1599.576886177063,32,0.2,0.009209889,1678.1011962890625,0.5480462312698364,0.001,0.07413330078125,950,10936.008870697022,-0.008997330537386005,0.5420271158218384,-3.262869993597269
