time/total_timesteps,time/iterations,rew_vec_envs,time/fps,time/time_elapsed,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/value_loss,train/explained_variance,train/learning_rate,train/std,train/n_updates,train/loss,train/clip_range
38764544,1,4.070972,1456,67,,,,,,,,,,,
38862848,2,2.0536947,1456,135,0.058211263020833334,-0.0029778509228587306,0.006728796,-1.0271655725936095,1526.7231595993042,0.7893148958683014,0.0001,0.31473463773727417,8790,655.6473999023438,0.2
38961152,3,3.2917213,1472,200,0.05256856282552083,-0.003079052820370028,0.006002091,-1.0193447969232996,1774.949801572164,0.7937226742506027,0.0001,0.3145299553871155,8800,659.8787231445312,0.2
39059456,4,1.4867963,1477,266,0.059361775716145836,-0.0034456136607332157,0.00676799,-1.0110963902746637,1776.5186570485432,0.8004672229290009,0.0001,0.3134979009628296,8810,596.3027954101562,0.2
39157760,5,2.5872383,1480,331,0.0591644287109375,-0.0031691500984986003,0.00651457,-1.0017815111825863,1550.6178120295206,0.7861703187227249,0.0001,0.31297221779823303,8820,467.1650085449219,0.2
39256064,6,1.5876145,1480,398,0.05878499348958333,-0.0030927987053776937,0.0072926874,-0.995697757229209,1350.933087571462,0.8038900196552277,0.0001,0.31255802512168884,8830,619.2623291015625,0.2
39354368,7,1.8301659,1478,465,0.053426106770833336,-0.0029640840117887515,0.006469231,-0.989756554675599,1708.9941825230917,0.777507483959198,0.0001,0.31216949224472046,8840,772.8855590820312,0.2
39452672,8,3.0108232,1479,531,0.0593231201171875,-0.003364833884370455,0.0070132515,-0.9824039833620191,1907.4832019170126,0.7962494492530823,0.0001,0.3113616108894348,8850,963.8262329101562,0.2
39550976,9,1.8459603,1480,597,0.056683349609375,-0.002873685942722659,0.0067362785,-0.9764266942938169,1883.6938999176025,0.7642995864152908,0.0001,0.3113095164299011,8860,571.4968872070312,0.2
39649280,10,7.8618774,1481,663,0.055028279622395836,-0.003157534760127116,0.006502487,-0.9722101307784518,1693.4747402826945,0.8134325444698334,0.0001,0.31062614917755127,8870,678.2832641601562,0.2
39747584,11,2.0707784,1480,730,0.05752156575520833,-0.0031533003588265275,0.0064294967,-0.9639617821822564,1769.0516248703002,0.7843843847513199,0.0001,0.31003862619400024,8880,661.26416015625,0.2
