rew_vec_envs,time/iterations,time/total_timesteps,time/time_elapsed,time/fps,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_range,train/clip_fraction,train/loss,train/entropy_loss,train/approx_kl,train/std,train/learning_rate,train/n_updates
-47.960785,,,,,0.0,-0.0006357639373163693,535200.0771484375,0.2,0.00015869140625,249597.765625,-5.668473255634308,0.0012940146,0.9984251260757446,0.0001,720
-50.856483,,,,,,,,,,,,,,,
,11,2392064,344,1046,,,,,,,,,,,
-58.312542,,,,,0.0,-0.0005555546955292812,456813.5577148438,0.2,0.0001556396484375,216137.34375,-5.669090376794339,0.0011380637,0.9982488751411438,0.0001,730
-54.46907,,,,,,,,,,,,,,,
,12,2424832,373,1052,,,,,,,,,,,
-53.81349,,,,,0.0,-0.0005241237769951113,480202.14609375,0.2,6.103515625e-05,241390.0,-5.668241076171398,0.0010691694,0.9979919791221619,0.0001,740
-53.92752,,,,,,,,,,,,,,,
,13,2457600,403,1056,,,,,,,,,,,
-51.238667,,,,,0.0,-0.0007904270307335537,530705.0747070312,0.2,0.001141357421875,260595.171875,-5.668002371490002,0.0019335219,0.9981594085693359,0.0001,750
-46.79084,,,,,,,,,,,,,,,
,14,2490368,432,1061,,,,,,,,,,,
-60.428036,,,,,5.960464477539063e-08,-0.0008882315043592826,477857.4442382812,0.2,0.0024505615234375,226095.5625,-5.668542101979256,0.002390677,0.9982116222381592,0.0001,760
-54.236534,,,,,,,,,,,,,,,
,15,2523136,461,1064,,,,,,,,,,,
-53.46284,,,,,1.1920928955078125e-07,-0.0008268680241599214,537883.3541992188,0.2,0.0015960693359375,253082.28125,-5.667774824798107,0.0021347543,0.9978684782981873,0.0001,770
-50.46833,,,,,,,,,,,,,,,
,16,2555904,490,1067,,,,,,,,,,,
-48.873737,,,,,1.1920928955078125e-07,-0.0006774019144359045,457420.76044921874,0.2,0.0007781982421875,219591.625,-5.667662854492664,0.0018126841,0.9980854988098145,0.0001,780
-52.859486,,,,,,,,,,,,,,,
,17,2588672,520,1069,,,,,,,,,,,
-56.439804,,,,,2.0265579223632812e-06,-0.0008159361648722551,492111.819140625,0.2,0.000537109375,246889.53125,-5.667836537957191,0.0018862915,0.997972846031189,0.0001,790
-50.629223,,,,,,,,,,,,,,,
,18,2621440,550,1071,,,,,,,,,,,
-52.681572,,,,,4.76837158203125e-07,-0.00034376116091152655,577120.6189453125,0.2,0.0,299004.65625,-5.667436526715756,0.00056930026,0.9979062080383301,0.0001,800
-56.83744,,,,,,,,,,,,,,,
,19,2654208,580,1072,,,,,,,,,,,
-58.38789,,,,,0.0,-0.0006059670355170965,497502.562890625,0.2,0.0001953125,260542.203125,-5.667939583957195,0.0009848647,0.9981974959373474,0.0001,810
-57.912857,,,,,,,,,,,,,,,
,20,2686976,610,1073,,,,,,,,,,,
-53.476707,,,,,6.99758529663086e-05,-0.0006167376246594358,632109.44765625,0.2,0.0003143310546875,317700.40625,-5.6682559415698055,0.0016347538,0.9980388879776001,0.0001,820
-49.43348,,,,,,,,,,,,,,,
,21,2719744,640,1073,,,,,,,,,,,
-53.55758,,,,,1.8715858459472656e-05,-0.0007308975349587854,541624.1340820312,0.2,0.000482177734375,262292.25,-5.668138335645199,0.0015395554,0.9981356263160706,0.0001,830
-54.584282,,,,,,,,,,,,,,,
,22,2752512,671,1074,,,,,,,,,,,
-50.685627,,,,,0.0,-0.0005276755648083054,573681.661328125,0.2,7.01904296875e-05,290658.625,-5.667744882404804,0.001250763,0.9978748559951782,0.0001,840
-52.22377,,,,,,,,,,,,,,,
,23,2785280,701,1073,,,,,,,,,,,
-63.85553,,,,,-4.76837158203125e-07,-0.0006696797201584559,466635.37158203125,0.2,0.000311279296875,225226.5625,-5.667915196716786,0.0012572561,0.9982472658157349,0.0001,850
-60.707916,,,,,,,,,,,,,,,
,24,2818048,732,1073,,,,,,,,,,,
-49.522793,,,,,0.0009017586708068848,-0.0010108638467499985,610969.6701171875,0.2,0.0017059326171875,296281.25,-5.667807459831238,0.002289803,0.9977002143859863,0.0001,860
-49.48019,,,,,,,,,,,,,,,
,25,2850816,763,1072,,,,,,,,,,,
-56.60089,,,,,3.159046173095703e-06,-0.0004161484925134573,457684.0586914063,0.2,3.0517578125e-06,219768.734375,-5.665003289282322,0.0007468426,0.9969350099563599,0.0001,870
-47.05069,,,,,,,,,,,,,,,
,26,2883584,794,1072,,,,,,,,,,,
-51.881577,,,,,7.152557373046875e-07,-0.0004673958515923005,460066.775,0.2,0.0,226369.140625,-5.662272262573242,0.0005754957,0.996371865272522,0.0001,880
-51.04992,,,,,,,,,,,,,,,
,27,2916352,824,1072,,,,,,,,,,,
-48.442066,,,,,1.1920928955078125e-07,-0.001351195014285622,419658.3329101562,0.2,0.0043792724609375,206579.0,-5.659919363260269,0.002918017,0.9956157207489014,0.0001,890
-52.958214,,,,,,,,,,,,,,,
,28,2949120,855,1072,,,,,,,,,,,
-52.292797,,,,,9.196996688842773e-05,-0.0004906876132736215,478414.1232421875,0.2,7.32421875e-05,230437.03125,-5.659348636865616,0.0009793278,0.9962615966796875,0.0001,900
-55.941467,,,,,,,,,,,,,,,
,29,2981888,887,1071,,,,,,,,,,,
-43.353737,,,,,-1.1920928955078125e-07,-0.0006925516361661721,448566.048046875,0.2,0.000299072265625,213203.0,-5.660734567046165,0.0014924165,0.9962118268013,0.0001,910
-56.01645,,,,,,,,,,,,,,,
,30,3014656,917,1070,,,,,,,,,,,
-48.8666,,,,,1.430511474609375e-06,-0.0006522276693431195,365729.0860351563,0.2,0.0009490966796875,172952.1875,-5.662125617265701,0.0017825823,0.9969897270202637,0.0001,920
-41.153328,,,,,,,,,,,,,,,
,31,3047424,948,1070,,,,,,,,,,,
