time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rew_vec_envs,train/approx_kl,train/clip_range,train/value_loss,train/explained_variance,train/entropy_loss,train/learning_rate,train/loss,train/std,train/n_updates,train/policy_gradient_loss,train/clip_fraction
1,566,8077312,28,567.168954372406,,,,,,,,,,,
2,638,8093696,51,-112.7263069152832,0.086029634,0.2,1201.6191107273103,0.6124788820743561,-0.8428682833909988,0.001,107.6130599975586,0.29875123500823975,4930,-0.007532098262163345,0.42335205078125
3,662,8110080,74,318.03586316108704,0.1024448,0.2,1230.4172967433929,0.5997660160064697,-0.8257326476275921,0.001,105.5093002319336,0.29702457785606384,4940,-0.006453611878532684,0.4580810546875
4,677,8126464,96,218.163818359375,0.12054803,0.2,1071.3085919857026,0.689117044210434,-0.8069504570215941,0.001,98.20945739746094,0.2973301112651825,4950,-0.007533812998735812,0.44876708984375
5,691,8142848,118,45.06459325551987,0.086305946,0.2,1559.890027475357,0.7245266437530518,-0.8042186331003904,0.001,135.7827606201172,0.29511111974716187,4960,-0.011675016315712128,0.376202392578125
6,695,8159232,141,267.1415784358978,0.14149588,0.2,1093.0171698093413,0.7001946568489075,-0.7897098861634732,0.001,111.94967651367188,0.2966792583465576,4970,-0.009330423931533004,0.470281982421875
7,703,8175616,163,246.97559213638306,0.07760351,0.2,1814.588739490509,0.6221712529659271,-0.8096919000148773,0.001,154.31907653808594,0.29674601554870605,4980,-0.008951150320353918,0.41265869140625
8,705,8192000,185,-100.39208340644836,0.07551878,0.2,1321.652827167511,0.6422404646873474,-0.8050410393625498,0.001,108.5548095703125,0.29653072357177734,4990,-0.008534836885519325,0.395306396484375
9,709,8208384,207,169.49089017510414,0.11493483,0.2,1474.9104413032533,0.613982617855072,-0.8005887661129236,0.001,163.5640106201172,0.29637980461120605,5000,-0.00964873332704883,0.4161865234375
10,714,8224768,229,56.299399852752686,0.16219686,0.2,1144.253338289261,0.7096407115459442,-0.803541674092412,0.001,91.06620025634766,0.29664069414138794,5010,-0.006502985105180414,0.460504150390625
11,715,8241152,251,418.3862748146057,0.115117006,0.2,1137.0768579483033,0.6955375075340271,-0.7913629580289125,0.001,70.34212493896484,0.2944982945919037,5020,-0.005715697961568367,0.47603759765625
12,717,8257536,274,128.37054586410522,0.090007216,0.2,1687.7387914180756,0.6900495886802673,-0.7706977769732475,0.001,138.6288299560547,0.29315185546875,5030,-0.005234201418352314,0.4655029296875
13,717,8273920,296,-112.13065385818481,0.076529145,0.2,1456.5673020362854,0.7387889921665192,-0.7559554755687714,0.001,126.32110595703125,0.29243889451026917,5040,-0.012516325312026311,0.403009033203125
14,719,8290304,318,396.47696709632874,0.12097615,0.2,1041.7313638687133,0.7103699445724487,-0.7340492077171803,0.001,91.08397674560547,0.2908143401145935,5050,-0.00897921793803107,0.464324951171875
15,721,8306688,340,24.571717739105225,0.07119075,0.2,2259.3710271835325,0.558274894952774,-0.7122428450733423,0.001,119.15945434570312,0.28878486156463623,5060,-0.008442497003125026,0.39686279296875
16,720,8323072,363,273.94633293151855,0.59531456,0.2,566.4909460783005,0.6522491276264191,-0.7337897997349501,0.001,51.7118034362793,0.2961882948875427,5070,0.012404839879309293,0.603533935546875
17,722,8339456,385,-74.13371539115906,0.1061133,0.2,1090.2409074306488,0.5600859522819519,-0.8161499921232462,0.001,80.25431060791016,0.29712429642677307,5080,0.009543017509713536,0.547296142578125
18,722,8355840,408,65.72481918334961,0.17025438,0.2,1081.084115743637,0.5594071447849274,-0.8209112536162138,0.001,72.37989044189453,0.29785817861557007,5090,-0.002731727988430066,0.504833984375
19,724,8372224,429,-94.74059772491455,0.14706182,0.2,887.8459399938583,0.5830343067646027,-0.8295862503349781,0.001,87.41873168945312,0.2992052435874939,5100,0.00667582207461237,0.539501953125
20,726,8388608,451,29.055806636810303,0.24822623,0.2,765.4865521669387,0.7188241183757782,-0.8517583679407835,0.001,55.149017333984375,0.30073481798171997,5110,0.004337885343556991,0.546051025390625
21,726,8404992,473,633.0883436203003,0.07871091,0.2,1150.645670890808,0.6747909486293793,-0.8677315182983876,0.001,101.04779052734375,0.3024146258831024,5120,-0.006666853425849694,0.46026611328125
22,728,8421376,495,85.85520195960999,0.089626014,0.2,1218.5111639499664,0.6903160214424133,-0.8669269002974034,0.001,97.7537612915039,0.3002402186393738,5130,-0.008224581483227666,0.423736572265625
23,728,8437760,517,-1.2009780406951904,0.081775784,0.2,1340.0717106342315,0.5407745242118835,-0.8584594011306763,0.001,115.3792953491211,0.3007476329803467,5140,-0.008576433682901553,0.421484375
24,729,8454144,538,558.7112691402435,0.15084143,0.2,784.3764197826385,0.736675351858139,-0.8551003366708756,0.001,75.09515380859375,0.30058518052101135,5150,-0.0054757177233113906,0.4754150390625
25,730,8470528,561,-39.84140396118164,0.19210613,0.2,845.2283669471741,0.70989128947258,-0.8497126039117575,0.001,78.52520751953125,0.29971063137054443,5160,0.0014731413844856433,0.506201171875
26,729,8486912,583,57.83072209358215,0.09469949,0.2,1162.696347093582,0.5467362105846405,-0.851327732950449,0.001,90.28633117675781,0.2995349168777466,5170,-0.0014893397346895654,0.49063720703125
27,731,8503296,604,-132.98118591308594,0.104757905,0.2,1237.283624124527,0.5242875218391418,-0.8396429095417262,0.001,138.90919494628906,0.2986559271812439,5180,-0.008072040640399791,0.445123291015625
28,730,8519680,627,362.18645292520523,0.23029792,0.2,553.1892970561981,0.7107029259204865,-0.8501217383891344,0.001,49.872406005859375,0.3013160526752472,5190,0.0015154457149037625,0.528155517578125
29,731,8536064,649,-83.3869759440422,0.08174303,0.2,1360.7970186710359,0.6039996445178986,-0.8623455639928579,0.001,76.69261932373047,0.3001258969306946,5200,0.0005794092954602093,0.48665771484375
30,731,8552448,672,75.1656996011734,0.12421719,0.2,1032.266802740097,0.6328780055046082,-0.8549460463225842,0.001,79.19900512695312,0.3007770776748657,5210,-0.006610394158633426,0.477130126953125
31,731,8568832,694,-84.17804765701294,0.09377062,0.2,1271.8542422771454,0.578389972448349,-0.8513158343732357,0.001,103.98200225830078,0.299843430519104,5220,-0.007485540081688669,0.416571044921875
32,731,8585216,716,17.775193214416504,0.065750234,0.2,1563.18403468132,0.6000846922397614,-0.8551933106034995,0.001,102.30776977539062,0.2999430298805237,5230,-0.010321453686628956,0.39111328125
33,731,8601600,738,-13.781578481197357,0.11549556,0.2,992.3989089012146,0.7119486927986145,-0.8430401008576155,0.001,96.72578430175781,0.29838329553604126,5240,-0.007277195835195016,0.45203857421875
34,732,8617984,760,135.47476291656494,0.19318949,0.2,639.3298403024673,0.6625731289386749,-0.8336899910122156,0.001,57.5668830871582,0.2993578016757965,5250,0.0016850382075062954,0.540045166015625
35,732,8634368,782,223.14919704198837,0.06281281,0.2,1257.1808672904967,0.689876139163971,-0.8461727689951658,0.001,104.22083282470703,0.29887694120407104,5260,-0.006862443349382375,0.4216064453125
36,732,8650752,805,236.33149909973145,0.061091892,0.2,1175.510866355896,0.641475647687912,-0.839475792646408,0.001,105.02410888671875,0.2995283007621765,5270,-0.010192342869413552,0.350555419921875
37,733,8667136,826,152.67244243621826,0.08527432,0.2,1259.5653295516968,0.7317163646221161,-0.8377924557775259,0.001,170.2064666748047,0.29836201667785645,5280,-0.011470428331813309,0.394659423828125
38,733,8683520,849,-146.3584280014038,0.12583232,0.2,613.8223970174789,0.7596165686845779,-0.8358909234404563,0.001,71.38690948486328,0.29865747690200806,5290,-0.0038156647977302784,0.4867431640625
39,733,8699904,871,66.97647666931152,0.11684866,0.2,825.6397493839264,0.649791955947876,-0.8508659828454256,0.001,100.62339782714844,0.3003274202346802,5300,-0.004513735949876719,0.503564453125
40,733,8716288,893,114.77946704626083,0.09403533,0.2,1097.8640612125396,0.6817949414253235,-0.8641565017402172,0.001,100.9974136352539,0.3011317253112793,5310,-0.00430175324290758,0.43182373046875
41,733,8732672,915,-98.40856552124023,0.09448759,0.2,1639.7611879825592,0.6542459726333618,-0.8605599444359541,0.001,106.13641357421875,0.29961836338043213,5320,-0.009557658265111967,0.41998291015625
42,733,8749056,937,-107.37431955337524,0.16933538,0.2,693.498222875595,0.6072982549667358,-0.8520675230771303,0.001,71.19894409179688,0.3008020520210266,5330,0.00011785312308347784,0.54266357421875
43,733,8765440,960,65.97887396812439,0.12957275,0.2,829.789543390274,0.6517334282398224,-0.8903854090720416,0.001,102.01483917236328,0.3045670986175537,5340,0.0020382690636324696,0.539447021484375
44,733,8781824,982,373.89747858047485,0.14058451,0.2,954.3184715032578,0.6204788088798523,-0.909487421810627,0.001,82.684326171875,0.30377107858657837,5350,-0.0006532805593451485,0.487701416015625
45,733,8798208,1004,-130.75801825523376,0.080319986,0.2,925.2530260801316,0.6785919964313507,-0.8957820329815149,0.001,70.66879272460938,0.302753746509552,5360,-0.007939474931481528,0.444854736328125
46,734,8814592,1026,353.3615756034851,0.11885305,0.2,989.9228356361389,0.6814314126968384,-0.8826018895953893,0.001,155.63153076171875,0.3010168671607971,5370,-0.00678085450999788,0.463812255859375
47,734,8830976,1048,83.91378116607666,0.08783303,0.2,1445.427364397049,0.6931045353412628,-0.8563824377954006,0.001,139.54971313476562,0.30018630623817444,5380,-0.008578718400531215,0.4090576171875
48,734,8847360,1070,30.804772436618805,0.08251264,0.2,1804.6777136325836,0.7053079009056091,-0.8427595119923353,0.001,119.52974700927734,0.29885727167129517,5390,-0.0101214784590411,0.358935546875
49,735,8863744,1092,26.66411828994751,0.067702614,0.2,1045.9333655834198,0.7981917560100555,-0.8160746626555919,0.001,97.60746002197266,0.2955717444419861,5400,-0.013215809706161962,0.36666259765625
50,735,8880128,1113,-33.96409463882446,0.10793217,0.2,1020.1216788291931,0.7161194384098053,-0.8004284910857677,0.001,105.62885284423828,0.295488178730011,5410,-0.008026166434865445,0.447265625
51,735,8896512,1135,154.62706518173218,0.07837413,0.2,1603.4853795051574,0.6861035227775574,-0.7805550079792738,0.001,299.07220458984375,0.2935108244419098,5420,-0.013822088109736796,0.401104736328125
52,735,8912896,1157,105.60932307690382,0.085874334,0.2,1414.1401679992675,0.722854882478714,-0.7586969822645188,0.001,138.4289093017578,0.29206958413124084,5430,-0.012657433791900985,0.3777587890625
53,735,8929280,1179,342.3164119720459,0.074680455,0.2,1874.0447218418121,0.6796962320804596,-0.7450973030179739,0.001,148.33815002441406,0.2917326092720032,5440,-0.012387825352197979,0.364459228515625
54,736,8945664,1201,161.67906761169434,0.085814685,0.2,1428.350495815277,0.7155920565128326,-0.7304634593427182,0.001,102.61302185058594,0.290166974067688,5450,-0.010397156470571645,0.400537109375
55,736,8962048,1223,-8.381593108177185,0.11709483,0.2,993.483328962326,0.7570694535970688,-0.7154129177331925,0.001,99.23933410644531,0.28930532932281494,5460,-0.010109059710521251,0.459454345703125
56,736,8978432,1246,-151.4742820262909,0.09207301,0.2,1204.2589995861053,0.7680322825908661,-0.7067366916686296,0.001,118.40123748779297,0.2887418270111084,5470,-0.006214521705987863,0.46873779296875
